id,x,y
3,-0.7238969,1.4909556
3,-0.06701013,0.15810987
1,-1.6561012,-0.08962584
1,0.59556574,-0.95594597
1,-0.9213363,0.4650229
1,0.19253196,-0.2724687
1,1.523177,0.9440685
1,-0.23225512,-1.7262964
1,-0.26263246,-0.209711
1,0.61115545,0.9506137
1,-1.654747,-0.15237692
1,0.4669472,-0.51079625
1,-0.6880602,-0.50463223
1,-0.83998597,1.4338934
1,1.1576127,0.078504086
1,-0.25115877,-1.071155
1,1.8002689,0.18635097
1,0.035411514,0.3978263
1,-0.7780885,0.657918
1,0.18158801,-0.18102108
1,0.5321597,0.6116544
1,0.94678426,-0.5829933
1,-0.08239448,0.18209831
1,1.7154735,-0.5969455
1,-0.09192327,0.11244263
1,1.5217202,-0.9897188
1,-1.6475658,0.14976689
1,-0.17672838,-0.461315
1,-1.0522093,-0.11460407
1,-0.5762183,-1.6282431
1,-0.07335855,-0.13993065
1,0.8806215,-0.5377764
1,-0.6592003,-0.71391845
1,-0.8576973,-1.4895773
1,1.3313165,-0.1462289
1,0.17469427,1.6926003
1,-1.1085943,-1.2997441
1,-0.6781738,-1.5834612
1,0.6914454,0.07505382
1,0.65191776,0.22526261
1,0.49115106,-1.703968
1,0.4408371,-1.0260781
1,-0.5914146,-0.18345292
1,-0.7270634,1.4903036
1,0.2315401,0.043882303
1,0.5988768,0.55115813
1,0.17237076,-0.7777918
1,1.7002648,0.59070355
1,-0.24932757,-0.60266536
1,0.17565386,1.6925504
1,0.8022479,0.8733551
1,1.4625896,1.0269965
1,0.99260163,0.16977268
1,-0.75242615,0.14660311
1,-1.6563408,-0.07452007
1,0.611721,-1.2692142
1,-0.8607335,0.4393193
1,-0.37977841,-0.42337045
1,-0.7220813,0.14120057
1,1.3358569,0.054117627
1,-1.1510807,1.1794726
1,-1.2907801,-0.26723963
1,-0.7003181,-1.5724807
1,0.061656747,0.162351
1,0.21672794,-0.20946525
1,0.6011975,-0.8703331
1,0.95190716,-0.75208414
1,0.40817785,-0.5280333
1,-0.7360799,1.4869349
1,1.0651852,-1.4526222
1,-0.45562276,1.0353482
1,-0.53267807,1.0025313
1,0.0929493,-0.51693857
1,1.7776408,-0.38930237
1,0.25458756,1.2767737
1,-1.0649087,-0.3185601
1,-0.5849683,0.16436395
1,0.19377008,-0.29783952
1,1.8005755,0.19004092
1,0.69489574,0.19585331
1,-0.024828888,-0.062836684
1,0.015256655,0.07203969
1,-0.21686791,0.87676805
1,0.1858467,-0.17504126
1,-0.7509628,-0.22379217
1,0.51306915,0.7226773
1,0.23377563,0.044115007
1,1.6825335,0.63190186
1,0.033424094,0.27122092
1,-0.22275108,0.49142286
1,-0.99414617,0.26958042
1,1.4595326,1.0358009
1,-0.98206425,0.5135425
1,-0.69792044,0.63960314
1,0.83499026,-0.48020798
1,0.427602,-0.4849021
1,0.55816275,0.51381016
1,-0.9876279,0.2054392
1,1.4154263,1.0881157
1,0.19803375,-0.43541312
1,-1.1338764,-1.2758883
1,-0.071216255,-0.13892423
1,-0.41784307,1.6192231
1,0.9053795,-1.5477161
1,1.4594547,-1.082708
1,0.21085884,-0.14852065
1,-0.33837292,0.49821037
1,0.95634055,-1.516898
1,-0.21251377,0.118718565
1,1.2809844,1.2333901
1,0.65674883,-0.6738692
1,-1.3409257,-1.0280149
1,0.9618266,-0.589271
1,-1.6156011,-0.42250076
1,1.3502203,0.093743704
