id,x,y,kde
701,-57.817406,47.073097,-6.554051810440349
1239,-85.22816,-21.400099,-6.070493308675774
7018,-51.03776,28.253143,-5.74575597415775
3561,-4.2233806,-36.8842,-6.162403858882557
209,-34.90261,3.1261616,-6.121178666892968
1,-35.054855,-80.82052,-6.554051810440349
6461,10.549851,-65.41444,-6.554051810440349
4513,18.934334,-66.21962,-6.554051810440349
2914,5.179446,-34.70773,-6.442507191727895
3549,-5.8789215,-68.3901,-5.742780776070236
702,35.841515,-39.597214,-6.554051810440349
3356,-15.5374775,-47.92606,-6.554051810440349
3257,16.864346,-59.24253,-6.091832375135361
6347,-35.868904,16.210165,-6.554051810440349
6453,23.605701,13.950147,-5.992406645854808
8918,42.43067,-57.71679,-5.997603839958913
9057,33.41227,-75.71172,-6.150944495342875
2548,-16.293186,-6.435739,-6.554051810440349
4766,25.597134,67.81129,-6.554051810440349
174,22.375103,-18.448648,-6.143949356693091
3967,0.7137824,-9.166239,-6.554051810440349
8297,33.57366,-29.801538,-6.554051810440349
1755,46.20241,-47.546986,-6.554051810440349
6667,95.921974,-15.770295,-5.483267850383884
2828,-16.813297,-36.99575,-6.055405483658222
3786,38.735527,65.657555,-6.554051810440349
703,38.490646,50.081078,-5.982512885251248
5696,-31.938065,-33.73983,-6.229231212430255
293,7.6944427,-15.071276,-6.554051810440349
1299,79.71879,-25.487535,-6.554051810440331
6395,-21.310448,-42.84829,-6.068689894439954
5650,-16.245598,10.289111,-6.527747109182986
5511,34.005726,-20.86713,-6.554051810440349
721,-0.31983492,73.92823,-6.554051810440349
5459,15.284342,-61.513596,-6.114266497109676
6079,-47.46616,-15.795458,-6.331989596540757
8342,60.83692,54.524586,-6.554051810440349
7474,31.676867,81.37065,-6.554051810440349
11537,-2.3261833,29.504923,-5.966462574927377
1270,68.07933,-65.28081,-6.554051810440349
4637,31.771198,30.276068,-6.445810187411153
1221,49.219666,79.24928,-6.554051810440349
2516,25.043802,-8.926393,-6.260297231719935
10910,16.626158,-9.702842,-6.554051810440349
