id,x,y,kde
701,-57.817406,47.073097,0.0007121663821903312
1239,-85.22816,-21.400099,0.0014243327643806624
7018,-51.03776,28.253143,0.0021364991465709924
3561,-4.2233806,-36.8842,0.0014243327643806624
209,-34.90261,3.1261616,0.0021364991465709924
1,-35.054855,-80.82052,0.0007121663821903312
6461,10.549851,-65.41444,0.0007121663821904418
4513,18.934334,-66.21962,0.0007121663821903312
2914,5.179446,-34.70773,0.0014243327643806624
3549,-5.8789215,-68.3901,0.0021364991465709924
702,35.841515,-39.597214,0.0007121663821903312
3356,-15.5374775,-47.92606,0.0007121663821903312
3257,16.864346,-59.24253,0.0014243327643806624
6347,-35.868904,16.210165,0.0007121663821903312
6453,23.605701,13.950147,0.0014243327643806624
8918,42.43067,-57.71679,0.0014243327643806624
9057,33.41227,-75.71172,0.0014243327643806624
2548,-16.293186,-6.435739,0.0007121663821903312
4766,25.597134,67.81129,0.0007121663821903312
174,22.375103,-18.448648,0.0014243327643806624
3967,0.7137824,-9.166239,0.0007121663821903312
8297,33.57366,-29.801538,0.0007121663821903312
1755,46.20241,-47.546986,0.0007121663821903312
6667,95.921974,-15.770295,0.0021364991465710205
2828,-16.813297,-36.99575,0.0014243327643806624
3786,38.735527,65.657555,0.0007121663821903312
703,38.490646,50.081078,0.0014243327643806624
5696,-31.938065,-33.73983,0.0014243327643806624
293,7.6944427,-15.071276,0.0007121663821903312
1299,79.71879,-25.487535,0.0007121663821903312
6395,-21.310448,-42.84829,0.0014243327643806624
5650,-16.245598,10.289111,0.00142433276438067
5511,34.005726,-20.86713,0.0007121663821903312
721,-0.31983492,73.92823,0.0007121663821903312
5459,15.284342,-61.513596,0.0014243327643806624
6079,-47.46616,-15.795458,0.0014243327643806624
8342,60.83692,54.524586,0.0007121663821903312
7474,31.676867,81.37065,0.0007121663821903312
11537,-2.3261833,29.504923,0.0021364991465709924
1270,68.07933,-65.28081,0.0007121663821903312
4637,31.771198,30.276068,0.0014243327643806624
1221,49.219666,79.24928,0.0007121663821903312
2516,25.043802,-8.926393,0.0014243327643806624
10910,16.626158,-9.702842,0.0007121663821903312
1740,-33.64475,-19.991316,0.0007121663821903312
6172,-13.242453,1.5226891,0.0014243327643806624
286,52.65739,-38.016346,0.0014243327643806624
7473,21.11275,29.15312,0.0014243327643806624
6730,17.15287,-85.65347,0.0007121663821903312
4230,8.727709,101.928535,0.0014243327643806624
4323,-2.869916,-25.214825,0.0021364991465709924
5400,40.314247,-9.649022,0.00142433276438067
3333,27.98119,-61.299805,0.0021364991465709924
3259,59.286102,-23.80034,0.0007121663821903312
1273,57.513367,-57.754543,0.0007121663821903312
3269,74.48797,-16.315712,0.0014243327643806624
5409,45.98281,-63.651546,0.0021364991465709924
4565,4.757856,-1.3284128,0.0007121663821903312
3303,20.844189,-91.15357,0.003560831910951656
3320,61.381927,-48.25037,0.0014243327643806624
3908,-15.432088,26.383043,0.0007121663821903312
3300,24.770721,-44.95553,0.0021364991465709924
3215,54.595974,-15.774553,0.0007121663821903312
2685,-20.80979,-87.79473,0.0007121663821903312
715,-2.0558264,-61.823685,0.0028486655287613253
10530,49.83427,9.697125,0.0007121663821903312
13646,20.6395,-40.53002,0.0021364991465709924
9126,80.03723,-48.196198,0.0007121663821903312
10911,-0.35126123,12.460146,0.0007121663821903312
5378,12.424137,-52.39776,0.0007121663821903312
6427,-3.3014045,-65.11455,0.0021364991465709924
7170,6.525909,-44.98979,0.0007121663821903312
5617,94.24926,6.1678257,0.0007121663821903312
2497,27.537142,-3.5299616,0.0021364991465709924
577,-11.784229,58.785633,0.0014243327643806624
2764,37.056206,84.580666,0.0007121663821903312
4006,-8.459652,17.156595,0.0021364991465709924
2686,46.6903,-17.236057,0.0007121663821903312
15290,-5.637998,53.03762,0.0007121663821903312
5413,23.91988,-58.013878,0.0014243327643806624
1913,46.25617,33.48593,0.0014243327643806624
4694,22.113333,3.1098068,0.0007121663821903312
9318,50.879993,57.428417,0.0014243327643806624
1267,69.525154,-9.932499,0.0028486655287613253
1785,-1.7546471,39.42105,0.0014243327643806624
3602,-9.597467,63.946785,0.0021364991465709924
5006,-39.49004,-24.453842,0.0007121663821903312
9121,57.022484,19.516058,0.0007121663821903312
4200,-54.039173,-84.88891,0.0014243327643806624
6259,-45.102505,-74.9626,0.0021364991465709924
8151,-36.263035,80.914604,0.0014243327643806624
6503,-23.056173,83.22034,0.0014243327643806624
5673,10.853331,6.540534,0.0007121663821903312
8246,84.134476,7.498786,0.0007121663821903312
10912,-32.367523,57.740063,0.0007121663821903312
6467,-15.26157,17.078787,0.0007121663821903312
145,-12.293524,37.96864,0.0028486655287613253
3976,15.425613,44.66027,0.0014243327643806624
3292,15.3126745,-97.36829,0.0021364991465709924
3216,68.21158,47.60031,0.0014243327643806624
724,-10.925007,101.43608,0.0007121663821903312
5594,51.167683,-23.99149,0.0007121663821903382
3557,0.69300455,-52.69337,0.0007121663821903312
6993,-3.4106758,-0.80151695,0.0014243327643806624
6539,-3.5248368,58.964066,0.0014243327643806624
5056,-74.714676,-37.469913,0.0021364991465709924
4926,44.6442,53.79453,0.0007121663821903312
2856,12.981549,-47.701546,0.0028486655287613253
5676,-38.838,67.59423,0.0007121663821903312
3491,-16.707226,-14.410169,0.0028486655287613253
8938,66.58488,-37.57893,0.0021364991465709924
2854,65.73907,40.73633,0.0014243327643806624
4969,-12.514615,-18.835098,0.0021364991465709924
4058,28.305134,38.27283,0.0007121663821903312
6762,63.97893,-3.8092873,0.003560831910951656
5727,36.960575,24.66238,0.0021364991465709924
4540,-43.038033,-91.35471,0.0007121663821903312
2200,66.53076,1.7148331,0.0007121663821903312
297,-2.8109784,-43.176926,0.0028486655287613253
7176,51.52621,-87.65252,0.0007121663821903312
13126,70.89288,22.386715,0.0007121663821903312
5568,71.872406,72.70338,0.0007121663821903312
5408,88.953545,41.92681,0.0007121663821903312
11919,8.864556,47.037262,0.0007121663821903312
7922,-58.886345,-38.830925,0.0007121663821903312
8001,4.852829,-69.0006,0.0014243327643806624
517,51.272068,-62.514187,0.0014243327643806624
7303,16.630795,65.2464,0.0007121663821903312
4725,35.997902,-2.0366879,0.0014243327643806624
3313,81.32659,-14.877106,0.0014243327643806624
7911,-29.35121,13.885746,0.0014243327643806624
8584,40.346794,17.62366,0.0014243327643806624
6517,-13.267419,-77.39403,0.0007121663821903312
4635,30.278538,45.111202,0.0007121663821903312
12885,12.308979,-75.31585,0.0007121663821903312
13789,-10.883024,-60.457436,0.0007121663821903312
10913,-4.575675,-13.690414,0.0007121663821903312
5377,60.07501,34.22826,0.0028486655287613253
5551,12.9542465,-39.96183,0.0028486655287613253
6675,62.884613,-34.19001,0.0014243327643806624
8903,43.707123,-28.03433,0.0007121663821903312
8220,50.482677,-33.475716,0.0014243327643806624
8210,10.34987,-43.923393,0.0007121663821903312
5430,48.646606,-68.01377,0.0014243327643806624
4755,13.739266,14.547907,0.0007121663821903312
9505,14.477643,34.70383,0.0021364991465709924
3741,46.597244,0.008930852,0.0014243327643806624
11415,5.6654186,89.156525,0.0007121663821903312
11853,-47.254093,-33.724358,0.0007121663821903312
9225,32.802547,38.65637,0.0007121663821903312
12976,72.194916,55.335197,0.003560831910951656
1103,16.25671,-40.99071,0.0028486655287613253
10764,-1.755634,27.649057,0.0007121663821903312
6754,76.18273,-57.845768,0.0021364991465709924
6939,-2.6773915,-57.269974,0.0028486655287613253
4000,25.071146,24.901672,0.0028486655287613253
1901,47.3812,-76.93281,0.0014243327643806624
1668,22.886972,-29.019247,0.0007121663821903312
1833,16.045229,24.954556,0.0014243327643806624
6402,-78.34334,-51.38768,0.0028486655287613253
11042,59.76314,-39.788166,0.0007121663821903312
8933,42.828007,-0.9176678,0.0021364991465709924
11563,-27.666428,66.24338,0.003560831910951656
5669,9.228277,-87.32346,0.003560831910951656
1836,19.326162,-34.17236,0.0028486655287613253
7501,28.91142,1.7522193,0.0028486655287613253
2551,-31.539738,-75.96815,0.0021364991465709924
6553,-48.3073,-11.146585,0.0014243327643806624
5713,45.200325,4.549832,0.0007121663821903312
2118,77.00601,55.019608,0.0021364991465709924
3302,67.599625,-21.791447,0.0007121663821903312
2905,51.150337,1.6491832,0.003560831910951656
4544,-0.40152362,-46.535664,0.0028486655287613253
6664,75.15688,-13.2788,0.0021364991465709924
11172,-25.118729,79.69193,0.0014243327643806624
5462,26.824873,-38.29641,0.0021364991465709924
12956,21.605875,20.694183,0.0021364991465709924
3914,-56.25448,-74.72626,0.0007121663821903312
3254,78.3944,22.78448,0.0007121663821903312
1691,1.1050723,55.941067,0.0021364991465709924
1653,91.11896,-29.177505,0.0007121663821903312
8437,46.242584,-81.07399,0.0007121663821903312
600,-4.4293113,-43.485508,0.0014243327643806624
6805,62.60075,-78.60161,0.0007121663821903312
1673,8.665561,25.244286,0.00142433276438067
1784,-9.580827,-84.23456,0.0007121663821903312
2041,-60.709232,-83.84612,0.0014243327643806624
1290,8.192164,-52.509624,0.0028486655287613253
3352,44.517956,-21.0603,0.0014243327643806624
12179,-7.411815,-17.227732,0.0007121663821903312
8196,61.503933,-73.86352,0.0021364991465709924
2907,33.042988,10.700428,0.0007121663821903312
4651,4.0683565,82.76106,0.0007121663821903312
2603,78.84242,31.18827,0.0021364991465709924
6509,-17.183811,62.1338,0.0021364991465709924
816,-10.488439,49.114735,0.0007121663821903312
5089,30.02501,-34.468678,0.0021364991465709924
11854,-26.723078,32.747448,0.0028486655287613253
8708,75.93184,8.6854925,0.0021364991465709924
6128,-43.99979,84.11545,0.0007121663821903312
12541,39.880688,-21.471134,0.0014243327643806624
8782,44.167645,-36.991993,0.0021364991465709924
5737,-41.36607,53.38684,0.0007121663821903312
5607,20.739157,-74.71892,0.0007121663821903312
9000,55.179707,32.807922,0.0007121663821903312
11422,-9.456226,-102.654076,0.0007121663821903312
8472,69.43289,-37.068993,0.0028486655287613253
5000,-18.031738,-91.280136,0.0007121663821903312
3932,-0.45099428,-46.64274,0.0021364991465709924
1237,28.189465,99.47999,0.0014243327643806624
4732,36.198578,4.135331,0.0007121663821903312
4713,19.615976,-1.736096,0.0021364991465709924
4716,23.37916,-4.223524,0.0028486655287613253
9277,55.47012,52.669785,0.0028486655287613253
2871,84.990715,-65.8097,0.0021364991465710205
3209,52.248177,-53.04795,0.0007121663821903312
690,8.830943,25.133856,0.0014243327643806624
1136,27.642792,-67.528725,0.0007121663821903312
7260,-27.471514,-94.397194,0.0007121663821903312
1241,55.792027,-1.10258,0.0007121663821903312
1853,53.6429,-75.51479,0.0014243327643806624
2578,84.14987,55.93241,0.0028486655287613253
8657,48.49884,-8.618535,0.0007121663821903312
4134,17.934954,54.343098,0.0021364991465709924
3328,27.808968,-28.938246,0.0021364991465709924
6728,3.7280793,-74.46561,0.0021364991465709924
852,-13.132651,71.25459,0.0021364991465709924
9010,42.11436,0.124270484,0.0014243327643806624
11466,-66.252945,-7.760277,0.0007121663821903312
6799,56.11081,-6.1317163,0.0007121663821903312
6066,1.7245592,-49.392555,0.0014243327643806624
1680,47.31852,22.690325,0.0014243327643806624
5549,73.19853,-45.757263,0.0014243327643806624
1746,0.20484844,-48.62824,0.0021364991465709924
2818,6.4532304,-70.308556,0.0014243327643806624
16779,33.455795,-11.443316,0.0014243327643806624
8470,82.80104,47.902664,0.0021364991465709924
4436,-2.9595816,-48.206,0.0021364991465709924
11855,-52.996536,84.70399,0.0028486655287613253
3758,40.809174,30.780499,0.0021364991465709924
8773,74.87224,48.391567,0.0021364991465709924
2529,24.80369,-52.254936,0.0014243327643806624
8167,3.8643034,94.25332,0.0028486655287613253
4648,51.737934,86.19082,0.0007121663821903312
5394,82.27995,-38.51324,0.0014243327643806624
12178,-2.4660218,-17.390253,0.0007121663821903312
5466,-1.8911436,-97.02406,0.003560831910951656
8501,99.272934,34.934845,0.0028486655287613253
13768,-4.7564287,48.92879,0.0021364991465709924
5556,83.19255,-32.81526,0.0028486655287613253
4550,-30.993164,-95.46731,0.0007121663821903312
7843,-38.689426,41.015556,0.0007121663821903312
13878,-8.349113,83.48688,0.0007121663821903312
6325,-11.188845,-90.898834,0.0014243327643806624
9116,43.561123,23.790573,0.0014243327643806624
568,5.4736824,68.10085,0.0007121663821903312
11423,-1.9147097,-104.1687,0.003560831910951656
7091,2.8992422,-57.699352,0.0014243327643806624
8447,42.060257,-70.725815,0.0021364991465709924
2915,36.494503,-6.6809554,0.0028486655287613253
2110,30.966427,-98.92871,0.003560831910951656
7984,8.960517,31.052576,0.0007121663821903312
5519,25.38047,-32.50397,0.0007121663821903312
5390,31.816832,-52.059807,0.0007121663821903312
101,-0.6806597,44.57608,0.0007121663821903312
7132,-21.502102,42.146965,0.0007121663821903312
12761,60.661816,-8.12826,0.0014243327643806624
6505,20.472729,94.63268,0.0028486655287613253
10490,-3.0852308,22.447134,0.0021364991465709924
7660,32.825615,7.8032823,0.0007121663821903312
2521,33.704494,-7.6507583,0.0028486655287613253
237,-37.8297,-0.10154822,0.0007121663821903312
6830,29.20929,-54.15813,0.0021364991465709924
7194,-14.255026,-9.815094,0.0007121663821903312
5705,-24.713654,26.513906,0.0014243327643806624
11127,62.934654,15.688617,0.0007121663821903312
7066,-26.313854,50.727345,0.0021364991465709924
5518,118.32293,32.233894,0.0007121663821903312
13127,27.602413,-93.03616,0.0007121663821903312
3831,-46.773544,65.84408,0.0007121663821903312
13591,-12.692671,78.781975,0.0014243327643806624
10084,57.629284,74.682304,0.0007121663821903312
12181,-41.51198,59.24539,0.0007121663821903312
6327,-0.07561154,59.122555,0.0014243327643806624
2379,-46.952568,73.95964,0.0007121663821903312
3261,83.5874,22.173601,0.0007121663821903312
8709,31.863825,-14.317064,0.0028486655287613253
13790,-20.270603,-31.242746,0.0014243327643806624
8406,44.32082,-6.2949166,0.0021364991465709924
2647,35.82807,-47.689674,0.0014243327643806624
13792,-14.148162,-63.071228,0.0014243327643806624
12050,-3.0047116,-48.135483,0.0021364991465709924
6429,-9.387472,89.54726,0.003560831910951656
7586,63.244747,74.85059,0.0028486655287613253
10514,-16.679472,80.41002,0.0007121663821903312
4670,49.202057,44.811375,0.0014243327643806624
8372,16.235567,-44.79076,0.0014243327643806624
4768,46.259567,89.65517,0.0007121663821903312
6140,13.235164,54.98295,0.0028486655287613253
6983,-8.033297,21.183743,0.0007121663821903312
3462,18.775093,33.72648,0.0028486655287613253
226,-8.846889,-98.82593,0.0014243327643806624
11341,47.300777,-52.24901,0.0007121663821903312
14743,-5.4388742,-79.00552,0.0028486655287613253
6774,40.72233,-42.609653,0.0014243327643806624
6082,4.407381,25.251055,0.0014243327643806624
8553,13.720807,-80.325615,0.0014243327643806624
680,62.08444,-50.011063,0.0007121663821903312
15870,-23.240313,1.2423002,0.0007121663821903312
12432,99.67273,-44.870445,0.0007121663821903312
6846,65.91566,34.00036,0.0007121663821903312
5486,51.17738,25.972662,0.0007121663821903312
7993,-17.351095,96.27705,0.0007121663821903312
3246,27.181051,-42.132084,0.00142433276438067
8761,46.259007,-30.855442,0.0014243327643806624
5388,21.675655,-81.101814,0.0028486655287613253
6705,49.356308,-57.07648,0.0021364991465709924
10886,-13.13472,43.939026,0.0007121663821903312
9658,6.326172,39.92474,0.0028486655287613253
5606,67.698456,10.688338,0.0014243327643806624
11867,-7.9476295,-21.118221,0.0014243327643806624
5050,-16.488245,34.796486,0.0021364991465709924
8866,88.73262,24.524717,0.0021364991465709924
7518,26.846964,6.0780125,0.0021364991465709997
2874,76.485,16.679983,0.0014243327643806624
790,96.83131,-22.639446,0.0007121663821903312
9768,35.971016,72.6213,0.0007121663821903312
668,3.0809453,-45.796856,0.0007121663821903312
4645,20.879107,38.02064,0.0007121663821903312
12491,50.276146,16.577497,0.0007121663821903312
6995,-72.53523,79.57936,0.0007121663821903312
3304,30.075586,-88.21099,0.0014243327643806624
4355,-8.19295,21.435104,0.0007121663821903312
9929,-24.513277,95.85973,0.0007121663821903312
6922,1.3914341,22.846348,0.0007121663821903312
