id,x,y,kde
701,-57.817406,47.073097,-7.938095443601931
1239,-85.22816,-21.400099,-7.056671433257998
7018,-51.03776,28.253143,-6.956349978858087
3561,-4.2233806,-36.8842,-7.368899628175137
209,-34.90261,3.1261616,-6.888045451882048
1,-35.054855,-80.82052,-7.939962227362735
6461,10.549851,-65.41444,-7.693557354798803
4513,18.934334,-66.21962,-7.412360183004056
2914,5.179446,-34.70773,-7.280205640430106
3549,-5.8789215,-68.3901,-6.765269533243882
702,35.841515,-39.597214,-7.623530316390344
3356,-15.5374775,-47.92606,-7.767263053955098
3257,16.864346,-59.24253,-7.151534568473048
6347,-35.868904,16.210165,-7.927546975478138
6453,23.605701,13.950147,-7.159390051067636
8918,42.43067,-57.71679,-6.908707530200401
9057,33.41227,-75.71172,-7.18115563724622
2548,-16.293186,-6.435739,-7.825960127752117
4766,25.597134,67.81129,-7.690245292686745
174,22.375103,-18.448648,-7.099176152022093
3967,0.7137824,-9.166239,-7.7945145058723675
8297,33.57366,-29.801538,-7.664713069521721
1755,46.20241,-47.546986,-7.921421913294026
6667,95.921974,-15.770295,-6.855356294729186
2828,-16.813297,-36.99575,-7.0797883798440635
3786,38.735527,65.657555,-7.6301152311998885
703,38.490646,50.081078,-7.1990853314073355
5696,-31.938065,-33.73983,-7.21328647707573
293,7.6944427,-15.071276,-7.169880955378092
1299,79.71879,-25.487535,-7.701141661740294
6395,-21.310448,-42.84829,-7.004610142872518
5650,-16.245598,10.289111,-7.419118162186053
5511,34.005726,-20.86713,-7.632566106834016
721,-0.31983492,73.92823,-7.940345133441264
5459,15.284342,-61.513596,-7.352853556846629
6079,-47.46616,-15.795458,-7.212150358282962
8342,60.83692,54.524586,-7.613896706895662
7474,31.676867,81.37065,-7.656781552330859
11537,-2.3261833,29.504923,-6.873857446793543
1270,68.07933,-65.28081,-7.575265954628576
4637,31.771198,30.276068,-7.185505224910083
1221,49.219666,79.24928,-7.634070883618202
2516,25.043802,-8.926393,-7.0940123046962595
10910,16.626158,-9.702842,-7.264845895818045
1740,-33.64475,-19.991316,-7.475369573411266
6172,-13.242453,1.5226891,-7.111512185060889
286,52.65739,-38.016346,-7.05814195255655
7473,21.11275,29.15312,-7.247383803118806
6730,17.15287,-85.65347,-7.474242047600722
4230,8.727709,101.928535,-7.42121825970458
4323,-2.869916,-25.214825,-6.940683067588041
5400,40.314247,-9.649022,-7.052783629457997
3333,27.98119,-61.299805,-6.899217704402014
3259,59.286102,-23.80034,-7.669053498797554
1273,57.513367,-57.754543,-7.260847900456326
3269,74.48797,-16.315712,-7.38436160041679
5409,45.98281,-63.651546,-6.85155609888706
4565,4.757856,-1.3284128,-7.683086918138416
3303,20.844189,-91.15357,-6.400033565642141
