id,x,y,kde
701,-57.817406,47.073097,-6.148586702332184
1239,-85.22816,-21.400099,-5.822851077137443
7018,-51.03776,28.253143,-5.505046050751096
3561,-4.2233806,-36.8842,-5.902910545925275
209,-34.90261,3.1261616,-5.88881717407817
1,-35.054855,-80.82052,-6.148586702332184
6461,10.549851,-65.41444,-6.148586702332184
4513,18.934334,-66.21962,-6.148586702332184
2914,5.179446,-34.70773,-6.089513042318542
3549,-5.8789215,-68.3901,-5.556145576372607
702,35.841515,-39.597214,-6.148586702332184
3356,-15.5374775,-47.92606,-6.148586702332184
3257,16.864346,-59.24253,-5.8427126569737124
6347,-35.868904,16.210165,-6.148586702332184
6453,23.605701,13.950147,-5.740745922403707
8918,42.43067,-57.71679,-5.746798083175713
9057,33.41227,-75.71172,-5.893634652937734
2548,-16.293186,-6.435739,-6.148586702332184
4766,25.597134,67.81129,-6.148586702332184
174,22.375103,-18.448648,-5.887884898562154
3967,0.7137824,-9.166239,-6.148586702332184
8297,33.57366,-29.801538,-6.148586702332184
1755,46.20241,-47.546986,-6.148586702332184
6667,95.921974,-15.770295,-5.186896227296672
2828,-16.813297,-36.99575,-5.8082407424419085
3786,38.735527,65.657555,-6.148586702332184
703,38.490646,50.081078,-5.728922545469151
5696,-31.938065,-33.73983,-5.953838761731225
293,7.6944427,-15.071276,-6.148586702332184
1299,79.71879,-25.487535,-6.148586702332184
6395,-21.310448,-42.84829,-5.821130684092504
5650,-16.245598,10.289111,-6.13525904353003
5511,34.005726,-20.86713,-6.148586702332184
721,-0.31983492,73.92823,-6.148586702332184
5459,15.284342,-61.513596,-5.862692712347638
6079,-47.46616,-15.795458,-6.023545642551305
8342,60.83692,54.524586,-6.148586702332184
7474,31.676867,81.37065,-6.148586702332184
11537,-2.3261833,29.504923,-5.7623354004405485
1270,68.07933,-65.28081,-6.148586702332184
4637,31.771198,30.276068,-6.0913630092023565
1221,49.219666,79.24928,-6.148586702332184
2516,25.043802,-8.926393,-5.975901490090861
10910,16.626158,-9.702842,-6.148586702332184
1740,-33.64475,-19.991316,-6.148586702332184
6172,-13.242453,1.5226891,-6.043102744241556
286,52.65739,-38.016346,-5.768889542907353
7473,21.11275,29.15312,-5.952486400206636
6730,17.15287,-85.65347,-6.148586702332184
4230,8.727709,101.928535,-6.0328599196355865
4323,-2.869916,-25.214825,-5.5966875471779325
5400,40.314247,-9.649022,-5.751723308194471
3333,27.98119,-61.299805,-5.3753075529556575
3259,59.286102,-23.80034,-6.148586702332182
1273,57.513367,-57.754543,-6.148586702332184
3269,74.48797,-16.315712,-6.063569144269495
5409,45.98281,-63.651546,-5.170455163399983
4565,4.757856,-1.3284128,-6.148586702332184
3303,20.844189,-91.15357,-4.9004895399459185
3320,61.381927,-48.25037,-5.974268224480941
3908,-15.432088,26.383043,-6.148586702332184
3300,24.770721,-44.95553,-5.258988189093067
3215,54.595974,-15.774553,-6.148586702332184
2685,-20.80979,-87.79473,-6.148586702332184
715,-2.0558264,-61.823685,-5.268806861046825
10530,49.83427,9.697125,-6.148586702332184
13646,20.6395,-40.53002,-5.390886961956918
9126,80.03723,-48.196198,-6.148586702332184
10911,-0.35126123,12.460146,-6.148586702332184
5378,12.424137,-52.39776,-6.148586702332184
6427,-3.3014045,-65.11455,-5.23811848885356
7170,6.525909,-44.98979,-6.148586702332184
5617,94.24926,6.1678257,-6.148586702332184
2497,27.537142,-3.5299616,-5.712732382915917
577,-11.784229,58.785633,-5.789444609264879
2764,37.056206,84.580666,-6.148586702332184
4006,-8.459652,17.156595,-5.392522031749625
2686,46.6903,-17.236057,-6.148586702332184
15290,-5.637998,53.03762,-6.148586702332184
5413,23.91988,-58.013878,-6.007061995879141
1913,46.25617,33.48593,-6.0886344445382505
4694,22.113333,3.1098068,-6.148586702332184
9318,50.879993,57.428417,-5.851319900203674
1267,69.525154,-9.932499,-5.2932310228966255
1785,-1.7546471,39.42105,-5.86170321323417
3602,-9.597467,63.946785,-5.334095666095074
5006,-39.49004,-24.453842,-6.148586702332184
9121,57.022484,19.516058,-6.148586702332184
4200,-54.039173,-84.88891,-6.0534025208153155
6259,-45.102505,-74.9626,-5.1485537975917355
8151,-36.263035,80.914604,-5.68266067712185
6503,-23.056173,83.22034,-6.006097765715817
5673,10.853331,6.540534,-6.148586702332184
8246,84.134476,7.498786,-6.148586702332184
10912,-32.367523,57.740063,-6.148586702332184
6467,-15.26157,17.078787,-6.148586702332184
145,-12.293524,37.96864,-5.513679842397207
3976,15.425613,44.66027,-6.103754099203145
3292,15.3126745,-97.36829,-5.631898007146659
3216,68.21158,47.60031,-6.1285131751719195
724,-10.925007,101.43608,-6.148586702332184
5594,51.167683,-23.99149,-6.148586702332182
3557,0.69300455,-52.69337,-6.148586702332184
6993,-3.4106758,-0.80151695,-6.033510085049072
6539,-3.5248368,58.964066,-5.675848032957483
5056,-74.714676,-37.469913,-5.058983747316036
4926,44.6442,53.79453,-6.148586702332184
2856,12.981549,-47.701546,-5.171075136552563
5676,-38.838,67.59423,-6.148586702332184
3491,-16.707226,-14.410169,-5.083724118238276
8938,66.58488,-37.57893,-5.208746179251815
2854,65.73907,40.73633,-5.681292490827486
4969,-12.514615,-18.835098,-5.51674886044904
4058,28.305134,38.27283,-6.148586702332184
6762,63.97893,-3.8092873,-4.7337250393700545
5727,36.960575,24.66238,-5.895055691921791
4540,-43.038033,-91.35471,-6.148586702332184
2200,66.53076,1.7148331,-6.148586702332184
297,-2.8109784,-43.176926,-5.10470612402271
7176,51.52621,-87.65252,-6.148586702332184
13126,70.89288,22.386715,-6.148586702332184
5568,71.872406,72.70338,-6.148586702332184
5408,88.953545,41.92681,-6.148586702332184
11919,8.864556,47.037262,-6.148586702332184
7922,-58.886345,-38.830925,-6.148586702332184
8001,4.852829,-69.0006,-5.914594873671348
517,51.272068,-62.514187,-5.878199206817875
7303,16.630795,65.2464,-6.148586702332184
4725,35.997902,-2.0366879,-5.582132166666288
3313,81.32659,-14.877106,-5.929395355026285
7911,-29.35121,13.885746,-5.672637808666721
8584,40.346794,17.62366,-5.603956913693272
6517,-13.267419,-77.39403,-6.148586702332184
4635,30.278538,45.111202,-6.148586702332184
12885,12.308979,-75.31585,-6.148586702332184
13789,-10.883024,-60.457436,-6.148586702332184
10913,-4.575675,-13.690414,-6.148586702332184
5377,60.07501,34.22826,-4.996728110065864
5551,12.9542465,-39.96183,-5.5558414502684155
6675,62.884613,-34.19001,-6.034616541868738
8903,43.707123,-28.03433,-6.148586702332184
8220,50.482677,-33.475716,-5.502058678185994
8210,10.34987,-43.923393,-6.148586702332184
5430,48.646606,-68.01377,-6.031201717264587
4755,13.739266,14.547907,-6.148586702332184
9505,14.477643,34.70383,-5.773026582131694
3741,46.597244,0.008930852,-5.775059163092306
11415,5.6654186,89.156525,-6.148586702332184
11853,-47.254093,-33.724358,-6.148586702332184
9225,32.802547,38.65637,-6.148586702332184
12976,72.194916,55.335197,-5.280289150530433
1103,16.25671,-40.99071,-4.780410486511752
10764,-1.755634,27.649057,-6.148586702332184
6754,76.18273,-57.845768,-5.572067826321206
6939,-2.6773915,-57.269974,-5.524658576961616
4000,25.071146,24.901672,-4.989020688028909
1901,47.3812,-76.93281,-5.633057424835407
1668,22.886972,-29.019247,-6.148586702332184
1833,16.045229,24.954556,-5.487635734583595
6402,-78.34334,-51.38768,-4.833884531003488
11042,59.76314,-39.788166,-6.148586702332184
8933,42.828007,-0.9176678,-5.844104625869571
11563,-27.666428,66.24338,-5.211614697652147
5669,9.228277,-87.32346,-4.68240227719761
1836,19.326162,-34.17236,-5.054848798375735
7501,28.91142,1.7522193,-5.093268029001227
2551,-31.539738,-75.96815,-5.362902065376847
6553,-48.3073,-11.146585,-5.4777329293397425
5713,45.200325,4.549832,-6.148586702332184
2118,77.00601,55.019608,-5.961658653303292
3302,67.599625,-21.791447,-6.148586702332184
2905,51.150337,1.6491832,-5.034431085528921
4544,-0.40152362,-46.535664,-5.1491575553050275
6664,75.15688,-13.2788,-5.34968748839109
11172,-25.118729,79.69193,-5.808311791379743
5462,26.824873,-38.29641,-5.179393516333255
12956,21.605875,20.694183,-5.482777312406059
3914,-56.25448,-74.72626,-6.148586702332184
3254,78.3944,22.78448,-6.148586702332184
1691,1.1050723,55.941067,-5.37553497502229
1653,91.11896,-29.177505,-6.148586702332184
8437,46.242584,-81.07399,-6.148586702332184
600,-4.4293113,-43.485508,-5.999694868493965
6805,62.60075,-78.60161,-6.148586702332184
1673,8.665561,25.244286,-6.142911526444179
1784,-9.580827,-84.23456,-6.148586702332184
2041,-60.709232,-83.84612,-5.646846852592125
1290,8.192164,-52.509624,-4.812105532508075
3352,44.517956,-21.0603,-5.891259938127917
12179,-7.411815,-17.227732,-6.148586702332184
8196,61.503933,-73.86352,-5.287803292492812
2907,33.042988,10.700428,-6.148586702332181
4651,4.0683565,82.76106,-6.148586702332184
2603,78.84242,31.18827,-5.175013286119621
6509,-17.183811,62.1338,-5.549247701012983
816,-10.488439,49.114735,-6.148586702332184
5089,30.02501,-34.468678,-5.126675932351918
11854,-26.723078,32.747448,-5.596222864233604
8708,75.93184,8.6854925,-5.236333084238413
6128,-43.99979,84.11545,-6.148586702332184
12541,39.880688,-21.471134,-5.589336187115279
8782,44.167645,-36.991993,-5.462610525352254
5737,-41.36607,53.38684,-6.148586702332184
5607,20.739157,-74.71892,-6.148586702332184
9000,55.179707,32.807922,-6.148586702332184
11422,-9.456226,-102.654076,-6.148586702332184
8472,69.43289,-37.068993,-5.321852780048264
5000,-18.031738,-91.280136,-6.148586702332184
3932,-0.45099428,-46.64274,-5.6391998071492075
1237,28.189465,99.47999,-5.725711912720917
4732,36.198578,4.135331,-6.148586702332184
4713,19.615976,-1.736096,-5.600415954505592
4716,23.37916,-4.223524,-4.8328452541879745
9277,55.47012,52.669785,-5.508164334553719
2871,84.990715,-65.8097,-5.907082077743143
3209,52.248177,-53.04795,-6.148586702332184
690,8.830943,25.133856,-6.1429115264441805
1136,27.642792,-67.528725,-6.148586702332184
7260,-27.471514,-94.397194,-6.148586702332184
1241,55.792027,-1.10258,-6.148586702332184
1853,53.6429,-75.51479,-5.948682501142372
2578,84.14987,55.93241,-4.910906761332956
8657,48.49884,-8.618535,-6.148586702332184
4134,17.934954,54.343098,-5.7460181809324045
3328,27.808968,-28.938246,-5.54927587183479
6728,3.7280793,-74.46561,-5.7427250884516
852,-13.132651,71.25459,-5.209286379132134
