id,x,y,kde
17409,-115.740486,-122.16435
13380,77.74061,-97.656624
16804,44.098633,64.03143
2587,-159.64941,117.83496
15111,62.304905,10.259858
15544,-144.80322,3.548919
16342,-120.766716,75.75277
6484,128.27892,-26.592417
14335,98.892685,-46.276543
10497,83.898026,-96.76444
16143,-137.88322,113.5351
1263,41.406517,156.87122
20308,120.11983,38.907135
9195,-72.29271,4.9063716
2508,-60.348316,-82.38939
10277,-144.93565,-62.097046
13916,15.219125,3.1397612
13541,2.9748366,11.600099
19805,154.29875,58.67719
4648,-96.74131,-149.2996
14748,101.73805,124.27852
6469,79.258865,-6.481051
4274,-102.45224,-78.22696
13237,-51.97004,75.27353
19720,157.67902,-73.16432
10266,52.57887,40.90394
11979,142.51129,-0.2055932
17019,76.29456,-85.69215
16902,53.585835,-26.840881
9016,-145.96179,35.24834
4704,-45.448566,-84.28522
8061,6.940991,36.842922
11801,-175.67697,-56.857952
15592,-74.22323,-8.381896
16032,-65.53519,34.61749
11533,31.430714,94.26172
99,44.45052,-15.310792
7674,-54.365067,-79.24869
18558,0.82002485,-75.60422
11279,100.65118,-18.31671
16517,144.5842,-63.12746
3339,-164.04971,-8.224284
16320,14.018766,10.464895
7832,101.99098,-81.53263
8866,-165.36555,48.475254
10185,-10.699412,-183.77042
5663,139.29976,-68.037926
19334,126.39481,97.31229
8994,-105.157906,2.4632614
5489,-139.26624,7.4813957
19367,21.126747,27.145014
15213,145.84116,-14.052973
9666,-75.536095,-115.672386
20329,127.04958,13.423407
17473,-102.41452,-127.586624
10129,-113.37623,-128.53683
10948,79.06836,69.62106
5586,-73.59196,26.003382
419,34.46059,200.99062
11809,129.5998,-19.827196
13273,-67.87736,52.729713
10195,-5.12385,-189.35408
11006,27.694506,97.60069
12335,-143.83192,118.01697
6992,-39.825478,-61.422684
15086,143.5493,-1.5019624
19277,18.358652,-38.070873
16290,-124.15542,74.41615
11409,71.471054,97.3226
11126,55.83672,-110.89125
11331,-163.83011,44.257973
7527,-57.11337,-89.9174
10930,63.997902,-115.86283
8973,-88.65836,86.3796
13805,99.29766,120.93079
4669,0.58882767,-180.51208
31,81.96322,-10.709486
13744,38.756634,-127.13147
11548,113.81231,-62.355396
12767,-87.84582,69.52332
5093,68.0328,45.095455
74,104.87769,-145.46556
9685,-21.646296,-184.61807
8950,-42.001442,103.05253
19285,101.84292,-81.78143
5773,49.354107,88.291145
14885,40.223896,-11.284158
18885,18.285332,29.507565
7849,6.0930305,28.843073
7182,77.7283,-97.35731
12897,-60.24757,94.03808
11896,-177.03069,-56.682766
17018,140.05882,2.2057192
16173,-132.29506,109.24443
17301,61.32876,1.1521162
11955,125.16949,60.109863
11605,2.9183097,27.827868
16495,127.98003,-18.170458
8839,-25.563429,155.83394
6182,19.13546,-49.155937
3825,-4.8651366,-190.84586
13534,72.77476,103.53183
7015,124.86987,61.57569
8110,86.31888,67.32641
19133,17.03836,28.232714
14528,28.693027,-51.49802
13351,131.03177,-18.118208
15015,77.53289,-90.95286
1717,-25.058409,171.18047
12008,-4.9711943,-30.942205
10617,-145.63585,-61.790604
8534,-140.67403,26.735548
9567,-113.664536,-127.71048
12541,-86.42575,15.753572
10482,113.05243,-152.37282
13774,-134.32365,-49.396507
7459,89.229225,24.542282
9426,-110.352516,-137.93417
19018,17.86118,-56.300545
1930,-108.93967,3.8718503
18822,-132.68718,-52.771065
1504,32.117096,169.59439
5535,-72.42473,4.6047626
14367,158.53511,22.367374
6530,20.739307,-11.311771
9867,-0.41998532,-191.73724
8912,-59.604374,19.731968
11474,88.021255,-93.61484
7924,74.256516,96.15484
6345,18.956238,-13.155963
5496,-91.25835,31.014742
10169,2.0928075,-173.58441
9979,-8.304406,-183.59317
8428,-160.14412,38.68748
12910,-89.850296,-115.064316
10162,-1.5796775,-174.24539
15672,-144.63448,102.90901
13202,-156.3504,60.31274
6740,-88.55357,68.34203
3491,7.498124,-18.506638
8436,-131.06488,30.225805
4553,100.8709,-43.71526
16828,121.83599,-14.135666
4568,-22.219704,-12.281129
18567,43.270973,-26.26608
2170,-109.66115,-136.97012
12004,96.6488,-153.22826
6569,124.352715,59.71508
13884,27.401096,2.428838
20161,120.209724,-143.92416
16871,154.27444,22.540936
13066,-89.322296,10.199572
12502,-59.50297,101.39962
14473,122.75596,-2.735877
11908,-136.29932,-7.2385654
7238,89.88987,23.463923
20236,-34.425766,-120.93145
7016,125.63063,58.73372
11657,93.77302,23.4491
5468,-159.44215,116.43453
13867,-26.453245,25.603779
10033,-77.05318,-115.67965
10876,59.132637,-34.68695
19169,31.563822,74.51293
11545,-25.523901,27.113485
9911,-101.61835,-103.99511
4373,94.48448,119.35308
19864,95.75816,62.32048
15877,-110.20847,-27.737747
13500,34.732765,98.3434
18977,39.580826,-110.17806
4459,-54.09123,-88.724815
