id,x,y,kde
701,-57.817406,47.073097,-7.488763466270784
1239,-85.22816,-21.400099,-7.038563798218837
7018,-51.03776,28.253143,-6.70917557566788
3561,-4.2233806,-36.8842,-7.135556680214068
209,-34.90261,3.1261616,-7.110611722560224
1,-35.054855,-80.82052,-7.488763466270784
6461,10.549851,-65.41444,-7.488763466270784
4513,18.934334,-66.21962,-7.488763466270784
2914,5.179446,-34.70773,-7.397604832276066
3549,-5.8789215,-68.3901,-6.719769648030338
702,35.841515,-39.597214,-7.488763466270784
3356,-15.5374775,-47.92606,-7.488763466270784
3257,16.864346,-59.24253,-7.061588532896286
6347,-35.868904,16.210165,-7.488763466270784
6453,23.605701,13.950147,-6.951651326074761
8918,42.43067,-57.71679,-6.957566940373347
9057,33.41227,-75.71172,-7.123771129464332
2548,-16.293186,-6.435739,-7.488763466270784
4766,25.597134,67.81129,-7.488763466270784
174,22.375103,-18.448648,-7.116534190205398
3967,0.7137824,-9.166239,-7.488763466270784
8297,33.57366,-29.801538,-7.488763466270784
1755,46.20241,-47.546986,-7.488763466270784
6667,95.921974,-15.770295,-6.424190182029609
2828,-16.813297,-36.99575,-7.022097308002532
3786,38.735527,65.657555,-7.488763466270784
703,38.490646,50.081078,-6.940337806556722
5696,-31.938065,-33.73983,-7.202573872463662
293,7.6944427,-15.071276,-7.488763466270784
1299,79.71879,-25.487535,-7.4887634662707665
6395,-21.310448,-42.84829,-7.036603759371552
5650,-16.245598,10.289111,-7.467908836885076
5511,34.005726,-20.86713,-7.488763466270784
721,-0.31983492,73.92823,-7.488763466270784
5459,15.284342,-61.513596,-7.085463244727527
6079,-47.46616,-15.795458,-7.3000464777694125
8342,60.83692,54.524586,-7.488763466270784
7474,31.676867,81.37065,-7.488763466270784
11537,-2.3261833,29.504923,-6.952588819406619
1270,68.07933,-65.28081,-7.488763466270784
4637,31.771198,30.276068,-7.400407894187357
1221,49.219666,79.24928,-7.488763466270784
2516,25.043802,-8.926393,-7.232745959643889
10910,16.626158,-9.702842,-7.488763466270784
1740,-33.64475,-19.991316,-7.488763466270784
6172,-13.242453,1.5226891,-7.32846569462632
286,52.65739,-38.016346,-6.9798521199801975
7473,21.11275,29.15312,-7.200746000848744
6730,17.15287,-85.65347,-7.488763466270784
4230,8.727709,101.928535,-7.313526254537269
4323,-2.869916,-25.214825,-6.788186675564232
5400,40.314247,-9.649022,-6.962442077973586
3333,27.98119,-61.299805,-6.539678697899258
3259,59.286102,-23.80034,-7.488763466270781
1273,57.513367,-57.754543,-7.488763466270784
3269,74.48797,-16.315712,-7.358669358534792
5409,45.98281,-63.651546,-6.414597943625104
4565,4.757856,-1.3284128,-7.488763466270784
3303,20.844189,-91.15357,-6.062174167668677
3320,61.381927,-48.25037,-7.230490023305556
3908,-15.432088,26.383043,-7.488763466270784
3300,24.770721,-44.95553,-6.457114996575328
3215,54.595974,-15.774553,-7.488763466270784
2685,-20.80979,-87.79473,-7.488763466270784
715,-2.0558264,-61.823685,-6.390223286899112
10530,49.83427,9.697125,-7.488763466270784
13646,20.6395,-40.53002,-6.581660106174956
9126,80.03723,-48.196198,-7.488763466270784
10911,-0.35126123,12.460146,-7.488763466270784
5378,12.424137,-52.39776,-7.488763466270784
6427,-3.3014045,-65.11455,-6.445504152088623
7170,6.525909,-44.98979,-7.488763466270784
5617,94.24926,6.1678257,-7.488763466270784
2497,27.537142,-3.5299616,-6.885768874793779
577,-11.784229,58.785633,-7.001525471316637
2764,37.056206,84.580666,-7.488763466270784
4006,-8.459652,17.156595,-6.569720372899438
