id,x,y,kde
701,-57.817406,47.073097,-7.864797041523334
1239,-85.22816,-21.400099,-7.252397571302552
7018,-51.03776,28.253143,-7.140956545437992
3561,-4.2233806,-36.8842,-7.543643233513716
209,-34.90261,3.1261616,-7.124260621861227
1,-35.054855,-80.82052,-7.8853194175273185
6461,10.549851,-65.41444,-7.730485811163545
4513,18.934334,-66.21962,-7.535968755727763
2914,5.179446,-34.70773,-7.430769135488143
3549,-5.8789215,-68.3901,-7.038251017039789
702,35.841515,-39.597214,-7.5520839750426365
3356,-15.5374775,-47.92606,-7.732725742149088
3257,16.864346,-59.24253,-7.350037660815766
6347,-35.868904,16.210165,-7.886523745072749
6453,23.605701,13.950147,-7.30261045193825
8918,42.43067,-57.71679,-7.143344101514355
9057,33.41227,-75.71172,-7.380336170090175
2548,-16.293186,-6.435739,-7.753769823111105
4766,25.597134,67.81129,-7.63942091766539
174,22.375103,-18.448648,-7.291913546827506
3967,0.7137824,-9.166239,-7.694073067588379
8297,33.57366,-29.801538,-7.626529468147116
1755,46.20241,-47.546986,-7.849591621114182
6667,95.921974,-15.770295,-6.9641717375465415
2828,-16.813297,-36.99575,-7.2434008451657785
3786,38.735527,65.657555,-7.621010559324695
703,38.490646,50.081078,-7.318424181876279
5696,-31.938065,-33.73983,-7.415564271091103
293,7.6944427,-15.071276,-7.35835892334349
1299,79.71879,-25.487535,-7.690263301362212
6395,-21.310448,-42.84829,-7.21754172456064
5650,-16.245598,10.289111,-7.476574491401934
5511,34.005726,-20.86713,-7.658436290559841
721,-0.31983492,73.92823,-7.926463553872502
5459,15.284342,-61.513596,-7.519240376804025
6079,-47.46616,-15.795458,-7.392404278950131
8342,60.83692,54.524586,-7.708908499957741
7474,31.676867,81.37065,-7.697681239823318
11537,-2.3261833,29.504923,-7.124652809914158
1270,68.07933,-65.28081,-7.640661159749142
4637,31.771198,30.276068,-7.367094723717393
1221,49.219666,79.24928,-7.581529529001761
2516,25.043802,-8.926393,-7.227963345770226
10910,16.626158,-9.702842,-7.371066582499864
1740,-33.64475,-19.991316,-7.465419159103416
6172,-13.242453,1.5226891,-7.269770308006615
286,52.65739,-38.016346,-7.267354889826874
7473,21.11275,29.15312,-7.366363418969687
6730,17.15287,-85.65347,-7.558273119895015
4230,8.727709,101.928535,-7.5894684076211725
4323,-2.869916,-25.214825,-7.115927566344455
5400,40.314247,-9.649022,-7.250926797576255
3333,27.98119,-61.299805,-7.098857259356194
3259,59.286102,-23.80034,-7.579769856264276
1273,57.513367,-57.754543,-7.457020950614431
3269,74.48797,-16.315712,-7.525365430061064
5409,45.98281,-63.651546,-6.951781522507952
4565,4.757856,-1.3284128,-7.545203339982155
3303,20.844189,-91.15357,-6.605122918751453
3320,61.381927,-48.25037,-7.28669097160456
3908,-15.432088,26.383043,-7.712013346350013
3300,24.770721,-44.95553,-7.018751567142456
3215,54.595974,-15.774553,-7.46959348821362
2685,-20.80979,-87.79473,-7.2868358969421125
715,-2.0558264,-61.823685,-6.815014674226618
10530,49.83427,9.697125,-7.804596094886888
13646,20.6395,-40.53002,-7.0086052554112825
9126,80.03723,-48.196198,-7.789725638572867
10911,-0.35126123,12.460146,-7.754307852069607
5378,12.424137,-52.39776,-7.573892668725232
6427,-3.3014045,-65.11455,-7.005627692742717
7170,6.525909,-44.98979,-7.69551272814132
5617,94.24926,6.1678257,-7.458746928621955
2497,27.537142,-3.5299616,-7.049476192578148
577,-11.784229,58.785633,-7.224580269830815
2764,37.056206,84.580666,-7.533514342730445
