701,-9.998296,-17.19638
1239,24.39613,-19.715065
7018,3.5363832,-22.117603
3561,-0.8163403,-28.511553
209,24.155212,-2.411283
1,17.677095,-10.786586
6461,-5.7726693,-6.358658
4513,-13.401805,-10.648793
2914,16.72519,13.673977
3549,11.212327,-6.81069
702,-16.946548,-3.1788378
3356,3.375306,2.4891589
3257,-18.992498,-9.11532
6347,32.279785,7.5298743
6453,-13.991933,18.314264
8918,-16.525501,-9.612397
9057,-21.493752,-14.946662
2548,14.67514,3.893405
4766,22.186632,36.775867
174,-9.708017,10.017421
3967,1.7472314,9.477908
8297,-12.963749,4.8283725
1755,-24.696806,-5.505327
6667,-33.812332,-10.098771
2828,3.5980234,-17.243177
3786,17.084335,32.711346
703,1.311194,33.91539
5696,39.787907,-1.8253785
293,19.71814,9.023086
1299,-32.36039,-2.7425413
6395,6.9602346,-12.857006
5650,33.78396,-14.833012
5511,-16.865103,13.939881
721,40.509365,15.549455
5459,-19.638979,-8.7116375
6079,-3.872109,-9.877536
8342,-43.943424,-7.156734
7474,0.3873684,44.891125
11537,23.207819,9.354184
1270,-27.654306,-23.769629
4637,8.695181,32.17777
1221,0.32207876,40.486713
2516,7.194949,23.903646
10910,-4.0304627,7.9092245
1740,5.310906,12.533723
6172,9.2123,8.599346
286,-25.129911,-9.497516
7473,-3.8958697,33.71203
6730,-16.038063,0.98009557
4230,-21.578955,38.79071
4323,36.162937,-23.813892
5400,-23.41088,4.2708745
3333,-16.721506,-12.9867525
3259,-27.736208,25.035007
1273,-26.013346,-20.170853
3269,-17.969284,-28.45588
5409,-23.645613,-18.634874
4565,1.7226745,-9.022113
3303,-14.938477,0.92383146
3320,-33.08048,-24.200891
3908,34.579433,-8.343195
3300,-21.090424,0.22478041
3215,-29.64101,24.609102
2685,-3.9074006,-12.634853
715,7.9535527,-4.504278
10530,-14.422314,25.68551
13646,-19.709492,2.019282
9126,-32.86745,-19.622803
10911,3.2247887,19.317871
5378,-9.736909,-1.2856501
6427,8.726753,-5.8881655
7170,35.09434,18.758663
5617,-32.89271,0.46762273
2497,8.950571,24.715014
577,-3.3305085,19.22494
2764,-4.161525,40.625393
4006,15.498389,-3.630521
2686,-22.302353,14.169482
15290,-4.4737563,16.245827
5413,-30.236654,-9.708657
1913,45.67587,9.506695
4694,10.9097395,22.898104
9318,22.853426,29.099092
1267,-20.20387,-27.88448
1785,25.991077,20.179224
3602,-9.211264,16.86192
5006,17.083172,-30.575607
9121,-36.171715,20.519938
4200,28.585533,-12.738573
6259,26.491007,-10.066425
8151,-12.5518265,37.99732
6503,-14.117822,39.53339
5673,8.284464,17.023132
8246,-33.9993,2.1628747
10912,1.0261829,14.979517
6467,24.389475,-14.14024
145,26.00817,17.581228
3976,14.665978,37.15243
3292,-28.02594,-13.668476
3216,-38.883003,-4.153535
724,41.33137,22.265402
5594,-26.896639,21.584423
3557,-3.538958,-7.3304925
6993,7.6168995,-1.626005
6539,-7.1211457,19.665743
5056,9.229991,-21.78988
4926,-21.185928,27.98285
2856,-11.665969,-2.2343652
5676,8.864852,13.5977
3491,12.613476,-0.3462786
8938,-24.20634,-16.831543
2854,-39.757046,-1.2880105
4969,0.42895994,-5.282309
4058,6.1854405,36.496655
6762,-19.045502,14.5282
5727,-5.031831,29.770271
4540,21.481895,-9.160684
2200,-32.12948,31.363518
297,26.041779,12.056034
7176,-19.440582,-23.462992
13126,-37.37611,12.089956
5568,-45.60622,0.97392744
5408,-26.459131,15.970672
11919,-10.234968,26.158855
7922,4.3161755,-30.434385
8001,-5.280463,1.0895783
517,-30.106693,-21.757568
7303,-20.416483,29.128302
4725,11.649282,26.472172
3313,-17.001907,-28.05817
7911,22.235146,-6.697442
8584,3.4403548,-45.83756
6517,-3.7748215,-2.6234164
4635,5.239606,33.168694
12885,-8.936641,-3.2220054
13789,-3.6538248,5.1240654
10913,-1.337851,11.693976
5377,-33.968857,11.85274
5551,-11.401276,1.5914654
6675,-25.714663,24.604158
8903,-16.733961,7.9379416
8220,-19.682003,5.2038727
8210,-28.463165,-4.439623
5430,-29.497383,-26.111624
4755,-10.838451,23.613855
9505,18.107677,25.194895
3741,-21.586603,17.579237
11415,-23.815197,35.837982
11853,-0.8910954,-12.502361
9225,5.677317,31.84869
12976,-42.95488,-4.1099987
1103,11.804828,18.72685
10764,21.966583,10.098639
6754,-24.193558,-22.0639
6939,-2.3962343,-7.0179343
4000,-18.862854,20.627403
1901,-25.112226,0.12128847
1668,1.710779,24.606739
1833,-1.9827951,0.2221695
6402,27.660307,-17.179153
11042,-28.97078,10.311286
8933,-24.735737,8.779366
11563,32.83235,23.7165
5669,-13.9249935,-8.032676
1836,-17.193182,1.7859863
7501,9.809663,24.68628
