id,x,y,kde
174,-59.563854,-42.36846
18983,-58.974148,-48.505386
701,-0.05993069,24.37728
14871,158.50803,60.226086
3259,-26.848692,153.8733
13290,-24.525682,149.7255
3300,-97.50221,32.277203
8673,-59.73174,86.16131
6844,-147.48523,4.177157
11042,-142.15579,26.873123
12976,-143.28531,113.80643
12690,-142.71133,116.09557
10834,-144.4039,-59.066116
4967,-145.1057,-60.24889
17098,14.765573,24.366976
2914,54.98252,-30.709427
3257,-58.105743,53.499817
6461,-26.440756,23.850544
4689,-52.870316,-95.70693
7018,126.63067,45.292957
12194,143.77951,48.415554
4058,-79.82759,-124.111115
9879,-77.963356,-123.48896
12204,47.448322,-98.57926
9918,-44.995132,-122.801285
10912,-11.025049,-73.79378
11166,-4.6356006,-74.88053
1,54.338463,29.368631
11123,78.62097,15.242361
3914,67.58734,59.285786
6427,46.312977,3.3974378
3581,60.245872,32.13807
12257,22.123075,23.21321
6675,-23.381813,147.26865
13044,-23.82273,148.36594
6517,-19.482155,12.726419
16423,-20.230268,12.976986
4513,-44.941265,45.274704
8421,-47.80066,31.980108
5511,-101.96563,-23.63804
6127,-110.928276,-28.811
8406,-46.52022,17.338787
12449,-47.312614,17.368092
13948,-0.034438223,29.748089
12009,92.643166,-54.442062
1239,83.378,62.88064
6536,67.33692,37.707497
9318,1.2417958,-170.05077
9757,1.5647602,-173.99223
8143,107.81284,23.482304
2027,107.80295,23.438984
4725,-45.04238,-95.59862
4723,-44.489555,-95.95663
2548,81.42511,-87.35445
11658,75.10991,-91.105835
1267,-72.69695,-6.9133735
8884,-71.41615,-3.542761
12,147.09259,-67.09618
1785,148.66663,-70.20193
8918,-52.996223,51.684357
8209,-57.429832,58.018974
3549,63.51285,-0.14966811
4183,-37.02483,-59.40523
13858,-37.152637,-59.445568
11500,63.484,59.868668
10674,145.74165,-14.269889
6356,102.38287,-24.932451
3967,0.06357669,-29.485613
18542,-2.5458803,-29.77972
81,119.31018,-24.713446
6250,119.13663,-24.838848
13269,-55.409046,92.67477
13270,-55.4049,92.81466
2110,-83.5291,25.022959
6667,-96.2536,90.41333
8741,-48.630077,94.29499
6983,117.64174,-43.616093
20141,116.65419,-43.487865
5521,-59.773575,107.50074
12680,-59.762604,108.22839
12708,-25.455418,147.85896
7381,21.650307,11.131575
1299,-114.4013,77.05687
15557,-114.5183,75.08607
721,27.999176,170.43254
1499,29.954786,166.7152
2685,3.471405,11.408405
19093,2.6755526,11.547756
5377,-155.10551,48.680305
12369,-167.23552,60.488243
18850,-3.5886405,-38.351498
1673,24.771915,132.59772
11749,2.2723908,26.21256
14051,0.14627457,-45.99154
8743,-55.036743,38.456448
9212,-56.307842,38.660023
577,99.095375,-145.4728
12226,99.5172,-146.05743
15845,-60.680176,20.208755
8372,-61.105686,19.52786
15123,97.20188,-38.97974
14658,32.03704,15.919344
3561,36.507133,74.14208
19029,123.498146,72.03663
6395,91.526634,21.567078
5652,99.29967,123.77406
7349,80.77759,80.384636
8101,80.77705,80.345795
14976,33.12569,93.83396
9010,-132.01515,45.546314
