id,x,y,kde
11172,-157.96465,-85.38439,0.0018992236645810894
7080,-161.95668,-86.38337,0.0018992236645810894
8151,-164.7541,-88.41236,0.0018992236645810894
701,-0.05993069,24.37728,0.0018992236645810894
3561,36.507133,74.14208,0.0018992236645810894
7018,126.63067,45.292957,0.0018992236645810894
3968,-161.68936,-92.494125,0.0022294846701228516
3810,-160.68028,-87.17913,0.0018992236645810894
6342,-158.62746,-91.691986,0.002088920264814551
8007,-155.62428,-89.85358,0.0035408643884522243
1831,-160.19423,-86.013725,0.0018992236645810894
10479,-160.15337,-87.19866,0.0018992236645810894
10560,-160.54845,-85.90465,0.0018992236645810894
11677,-158.19942,-87.789696,0.0018992236645810894
11888,-158.1881,-86.46629,0.0018992236645810894
12146,-159.51683,-87.33936,0.0018992236645810894
13878,-154.32535,-57.424877,0.0018992236645810894
14249,-157.98203,-86.64879,0.0018992236645810894
15107,-157.38802,-88.511086,0.0018992236645810894
16960,-162.23898,-84.68657,0.0018992236645810894
19038,-160.6972,-86.244415,0.0018992236645810894
19259,-157.93988,-87.7217,0.0018992236645810894
19278,-159.05826,-86.410995,0.0018992236645810894
20032,-158.3427,-87.1909,0.0018992236645810994
7325,-158.6397,-91.88134,0.002088920264814551
10847,-158.79866,-86.302345,0.0018992236645810894
1239,83.378,62.88064,0.0018992236645810894
7911,109.00511,7.8227577,0.00241673039319617
3454,-157.86801,-92.330025,0.0018992236645810894
278,-162.78476,-92.606285,0.0018992236645810894
3141,-162.74608,-91.63758,0.0018992236645810894
1840,-159.12648,-91.52523,0.0018992236645810894
6332,-165.2545,-86.84051,0.0018992236645810894
3484,-161.74945,-87.1593,0.0018992236645810894
3596,-159.3945,-91.9319,0.0018992236645810894
4493,-160.99529,-87.95334,0.0018992236645810894
6495,-160.94817,-89.26875,0.0018992236645810894
7408,-162.40611,-89.20395,0.0018992236645810894
7438,-160.38391,-88.3885,0.0018992236645810894
8140,-161.5997,-91.332664,0.0018992236645810894
10420,-161.1566,-87.71346,0.0018992236645810894
10436,-161.10918,-89.76922,0.0018992236645810894
11087,-162.77136,-91.43547,0.0018992236645810894
11136,-163.65158,-87.97355,0.0018992236645810894
11519,-160.49078,-89.273155,0.0018992236645810894
11521,-164.32922,-86.57269,0.0018992236645810894
13679,-162.98077,-87.683,0.0018992236645810894
13999,-162.7401,-84.12533,0.0032911423677264144
14122,-161.838,-87.821976,0.0018992236645810894
14250,-161.49608,-88.714066,0.0018992236645810894
16762,-163.06845,-88.623024,0.0018992236645810894
17249,-163.65018,-87.50219,0.0018992236645810894
18449,-160.59164,-88.59788,0.0018992236645810894
18846,-163.35625,-87.30561,0.0018992236645810894
19373,-162.20116,-88.2581,0.0018992236645810894
19688,-161.47292,-88.4579,0.0018992236645810894
3905,-162.60919,-87.13762,0.0018992236645810894
6458,-162.06044,-79.71591,0.0018992236645810894
7120,-162.41367,-88.11877,0.0018992236645810894
7399,-163.39272,-88.69035,0.0018992236645810894
7864,-162.76561,-88.06038,0.0018992236645810894
8024,-163.13037,-88.218285,0.0018992236645810894
1,54.338463,29.368631,0.0018992236645810894
293,85.92546,-21.849064,0.0018992236645810894
71,139.1569,61.31345,0.003738371398389054
90,48.705692,37.997944,0.0018992236645810894
109,-58.69305,-96.231636,0.0018992236645810894
140,46.57982,41.04724,0.0018992236645810894
144,77.20783,41.01409,0.0018992236645810894
157,65.934715,40.937298,0.0018992236645810894
174,-59.563854,-42.36846,0.0018992236645810894
200,35.571415,142.57535,0.0018992236645810894
209,125.05835,-17.9841,0.0018992236645810894
297,89.67849,-10.964235,0.0018992236645810894
101,61.451458,-40.620705,0.0018992236645810894
145,145.15024,-64.921295,0.0018992236645810894
81,119.31018,-24.713446,0.0035033310235135155
577,99.095375,-145.4728,0.0018992236645811113
702,-73.35875,23.874464,0.0018992236645810894
703,-90.31217,-113.57435,0.0018992236645810894
704,9.90139,31.243422,0.0018992236645810894
705,-142.35995,-72.42866,0.003779982920009165
714,25.967333,4.2522097,0.0018992236645810894
715,43.56664,-0.73779535,0.0018992236645810894
724,46.613453,180.40987,0.0018992236645810894
813,112.22062,-140.96669,0.0018992236645810894
814,15.670686,48.28008,0.0037976613574795875
815,-142.35243,-72.44689,0.003779982920009165
816,111.91013,-141.58122,0.0018992236645810894
817,19.714373,37.866734,0.0018992236645810894
818,104.59069,-146.13512,0.0018992236645810894
852,111.687645,-155.49403,0.0018992236645810894
1280,40.25533,6.9863234,0.0018992236645810894
1294,58.265465,-60.439186,0.0036006063820048116
1295,12.584331,34.835163,0.0018992236645810894
1341,74.60431,107.666275,0.00189922366458114
1663,24.01975,132.39523,0.0018992236645810894
1668,-39.522915,-59.956955,0.0018992236645810894
