-62.246265,46.6698
-86.17239,-27.318323
-45.740227,32.47022
-3.2246332,-32.335243
-35.652042,6.565759
-35.204742,-80.3111
10.202792,-64.77723
19.371511,-65.24021
7.3182197,-36.805496
-2.882905,-67.112366
36.548397,-38.348804
-16.88574,-47.285625
16.074905,-58.200737
-37.370193,15.143433
22.924513,13.476942
40.443504,-56.307556
33.39815,-72.68096
-15.782403,-3.2597308
22.60271,65.17241
21.470987,-18.115921
-2.2337828,-12.502306
35.114437,-28.532555
45.10275,-46.86609
95.25416,-16.27619
-12.7542,-40.895325
38.304283,64.78555
34.842983,52.67539
-32.111217,-32.72532
7.7545037,-15.077899
82.6023,-26.0488
-19.039291,-40.062355
-17.34864,9.413393
34.44997,-19.131596
-0.8208927,72.842155
14.495202,-60.467804
-45.806274,-14.389376
57.311733,53.33334
32.912872,79.996605
-2.205693,30.660204
67.155594,-65.83996
30.694393,30.289879
50.524105,79.69813
24.59244,-8.373254
14.355933,-8.61881
-34.71204,-17.938824
-8.500454,1.2112293
53.172153,-41.209064
22.127117,29.084618
20.531721,-84.80261
6.6758685,102.76405
1.8595568,-20.753807
38.11725,-10.298704
27.337755,-60.87785
60.659653,-25.940157
56.550484,-58.80456
74.36539,-14.44656
40.551052,-70.994774
2.3994899,-4.649858
20.113216,-91.66595
60.11035,-51.16552
-13.60217,25.761415
24.312862,-43.719154
56.028877,-15.096715
-18.848328,-89.872055
-6.8393364,-57.861633
49.26204,9.912689
19.531683,-39.578945
79.97953,-50.142548
0.2513912,13.3409195
11.3732815,-54.01264
-2.9567692,-62.480526
6.019941,-46.795177
93.378746,4.372732
27.00455,-3.396056
-10.064451,58.413982
37.503593,85.35333
-8.53812,17.476492
46.261658,-15.881622
-5.061145,52.843502
24.025919,-57.558342
51.15347,34.862434
21.564787,3.1472971
48.4948,56.97068
64.51736,-8.43366
-3.031134,40.386364
-11.067445,63.612263
-39.26075,-25.199959
57.450016,21.542992
-54.039673,-82.31564
-45.583893,-74.232254
-35.85248,82.286995
-22.912262,84.25214
8.106314,4.634151
84.801674,8.584083
-31.869743,61.42554
-13.499033,16.315449
-12.997725,39.597935
15.605351,45.26287
14.347962,-98.73578
68.48251,47.950207
-5.447395,100.06177
51.515877,-23.247952
-0.91714555,-53.39432
-1.049925,5.611515
-3.1254766,58.520573
-75.852806,-38.669323
43.895313,42.36738
13.327225,-48.60282
-39.881744,68.18391
-15.980787,-11.357136
66.83663,-39.102985
65.876396,41.33957
-11.336698,-14.342025
30.38212,39.174686
66.79537,-3.114742
36.094612,25.294718
-42.946224,-91.10539
58.184498,4.386504
-2.709236,-43.977497
47.551685,-89.462395
71.06112,24.392855
73.566284,69.63568
82.597084,35.42349
6.6214895,45.673923
-55.820618,-39.13435
7.1042566,-72.77012
49.647213,-62.367374
17.556583,65.79181
36.47998,-2.2963736
78.5742,-20.94644
-29.535524,14.000543
39.7983,17.307503
-17.152496,-77.02005
32.265533,45.660473
12.4759865,-77.25876
-14.20313,-60.622227
-7.0395856,-18.307085
61.70069,33.80985
14.450364,-41.930832
62.250675,-36.406166
44.821747,-26.97681
50.211693,-30.94566
11.1486,-45.11629
49.69025,-72.24252
13.056314,14.151314
15.237975,34.790344
46.95528,-0.38242307
8.046669,90.16519
-47.18378,-33.959335
34.52824,41.48256
72.92934,56.93318
9.497685,-49.165363
-2.057825,28.758833
73.502846,-58.260586
-0.83153594,-59.09301
25.608593,24.851526
46.064575,-78.46118
22.432543,-28.495531
17.014305,25.704685
-78.08979,-52.01978
59.639008,-41.99576
43.46841,-2.1615572
-28.950684,71.76789
15.160378,-87.950714
19.872776,-33.75075
29.020206,1.2025853
-31.269394,-76.304955
-47.892246,-10.791337
43.966232,3.2969096
77.42453,57.04486
66.549225,-21.052902
50.496784,3.898825
-1.0877805,-47.480698
72.09789,-12.033431
-24.383928,80.405266
26.943121,-38.595596
21.616596,20.902393
-67.57438,-81.50385
79.757645,21.616198
1.7273418,55.42612
92.59387,-29.154747
43.372364,-81.81696
