id,x,y
701,-57.817406,47.073097
1239,-85.22816,-21.400099
7018,-51.03776,28.253143
3561,-4.2233806,-36.8842
209,-34.90261,3.1261616
1,-35.054855,-80.82052
6461,10.549851,-65.41444
4513,18.934334,-66.21962
2914,5.179446,-34.70773
3549,-5.8789215,-68.3901
702,35.841515,-39.597214
3356,-15.5374775,-47.92606
3257,16.864346,-59.24253
6347,-35.868904,16.210165
6453,23.605701,13.950147
8918,42.43067,-57.71679
9057,33.41227,-75.71172
2548,-16.293186,-6.435739
4766,25.597134,67.81129
174,22.375103,-18.448648
3967,0.7137824,-9.166239
8297,33.57366,-29.801538
1755,46.20241,-47.546986
6667,95.921974,-15.770295
2828,-16.813297,-36.99575
3786,38.735527,65.657555
703,38.490646,50.081078
5696,-31.938065,-33.73983
293,7.6944427,-15.071276
1299,79.71879,-25.487535
6395,-21.310448,-42.84829
5650,-16.245598,10.289111
5511,34.005726,-20.86713
721,-0.31983492,73.92823
5459,15.284342,-61.513596
6079,-47.46616,-15.795458
8342,60.83692,54.524586
7474,31.676867,81.37065
11537,-2.3261833,29.504923
1270,68.07933,-65.28081
4637,31.771198,30.276068
1221,49.219666,79.24928
2516,25.043802,-8.926393
10910,16.626158,-9.702842
1740,-33.64475,-19.991316
6172,-13.242453,1.5226891
286,52.65739,-38.016346
7473,21.11275,29.15312
6730,17.15287,-85.65347
4230,8.727709,101.928535
4323,-2.869916,-25.214825
5400,40.314247,-9.649022
3333,27.98119,-61.299805
3259,59.286102,-23.80034
1273,57.513367,-57.754543
3269,74.48797,-16.315712
5409,45.98281,-63.651546
4565,4.757856,-1.3284128
3303,20.844189,-91.15357
3320,61.381927,-48.25037
3908,-15.432088,26.383043
3300,24.770721,-44.95553
3215,54.595974,-15.774553
2685,-20.80979,-87.79473
715,-2.0558264,-61.823685
10530,49.83427,9.697125
13646,20.6395,-40.53002
9126,80.03723,-48.196198
10911,-0.35126123,12.460146
5378,12.424137,-52.39776
6427,-3.3014045,-65.11455
7170,6.525909,-44.98979
5617,94.24926,6.1678257
2497,27.537142,-3.5299616
577,-11.784229,58.785633
2764,37.056206,84.580666
4006,-8.459652,17.156595
2686,46.6903,-17.236057
15290,-5.637998,53.03762
5413,23.91988,-58.013878
1913,46.25617,33.48593
4694,22.113333,3.1098068
9318,50.879993,57.428417
1267,69.525154,-9.932499
1785,-1.7546471,39.42105
3602,-9.597467,63.946785
5006,-39.49004,-24.453842
9121,57.022484,19.516058
4200,-54.039173,-84.88891
6259,-45.102505,-74.9626
8151,-36.263035,80.914604
6503,-23.056173,83.22034
5673,10.853331,6.540534
8246,84.134476,7.498786
10912,-32.367523,57.740063
6467,-15.26157,17.078787
145,-12.293524,37.96864
3976,15.425613,44.66027
3292,15.3126745,-97.36829
3216,68.21158,47.60031
724,-10.925007,101.43608
5594,51.167683,-23.99149
3557,0.69300455,-52.69337
6993,-3.4106758,-0.80151695
6539,-3.5248368,58.964066
5056,-74.714676,-37.469913
4926,44.6442,53.79453
2856,12.981549,-47.701546
5676,-38.838,67.59423
3491,-16.707226,-14.410169
8938,66.58488,-37.57893
2854,65.73907,40.73633
4969,-12.514615,-18.835098
4058,28.305134,38.27283
6762,63.97893,-3.8092873
5727,36.960575,24.66238
4540,-43.038033,-91.35471
2200,66.53076,1.7148331
297,-2.8109784,-43.176926
7176,51.52621,-87.65252
13126,70.89288,22.386715
5568,71.872406,72.70338
5408,88.953545,41.92681
11919,8.864556,47.037262
7922,-58.886345,-38.830925
8001,4.852829,-69.0006
517,51.272068,-62.514187
7303,16.630795,65.2464
4725,35.997902,-2.0366879
3313,81.32659,-14.877106
7911,-29.35121,13.885746
8584,40.346794,17.62366
6517,-13.267419,-77.39403
4635,30.278538,45.111202
12885,12.308979,-75.31585
13789,-10.883024,-60.457436
10913,-4.575675,-13.690414
5377,60.07501,34.22826
5551,12.9542465,-39.96183
6675,62.884613,-34.19001
8903,43.707123,-28.03433
8220,50.482677,-33.475716
8210,10.34987,-43.923393
5430,48.646606,-68.01377
4755,13.739266,14.547907
9505,14.477643,34.70383
3741,46.597244,0.008930852
11415,5.6654186,89.156525
11853,-47.254093,-33.724358
9225,32.802547,38.65637
12976,72.194916,55.335197
1103,16.25671,-40.99071
10764,-1.755634,27.649057
6754,76.18273,-57.845768
6939,-2.6773915,-57.269974
4000,25.071146,24.901672
1901,47.3812,-76.93281
1668,22.886972,-29.019247
1833,16.045229,24.954556
