id,x,y
1755,-96.7509,58.76173
3336,-102.02194,87.126045
3549,63.51285,-0.14966811
19764,71.93907,3.0470848
1239,83.378,62.88064
10612,-4.126988,-85.87713
8246,-127.7139,78.67271
16167,-125.063805,76.81003
8501,-125.26454,67.080185
8267,-124.71365,69.74635
6453,-99.180855,-38.766766
4741,-94.222565,-66.49061
6661,-97.47374,35.42691
3347,-97.7081,36.299328
1691,111.09105,-149.09393
3967,0.06357669,-29.485613
577,99.095375,-145.4728
11453,98.97471,-146.36325
6517,-19.482155,12.726419
11414,-21.577473,15.806232
15424,-99.26708,88.44751
9060,-98.23914,88.73591
174,-59.563854,-42.36846
16730,107.2459,-138.29155
2914,54.98252,-30.709427
10911,-8.038764,-102.70915
1778,36.243286,173.42856
4109,36.15534,173.35149
701,-0.05993069,24.37728
20049,3.6646671,36.1425
4513,-44.941265,45.274704
8740,-35.044865,145.55595
11773,67.74568,-24.583368
10812,68.22788,-24.47814
10886,143.70589,-57.182423
11131,143.81525,-55.367233
3333,-48.194733,57.5776
6830,-58.47347,57.5988
15613,-60.809074,102.88223
9126,-61.224934,100.760925
6384,140.63812,-12.91302
16903,140.78941,-12.351323
724,46.613453,180.40987
5328,45.799107,178.44751
7018,126.63067,45.292957
11521,-164.32922,-86.57269
11423,81.06293,-14.415477
11422,81.755844,-11.7150755
8001,-2.319842,-9.05239
6078,-1.1892165,-9.860248
6503,-157.6049,-89.63158
2549,-159.29248,-92.15584
5459,-60.981464,51.21919
8297,-70.58026,50.21857
8903,-90.73417,10.889252
15963,-90.66871,11.415321
6347,47.58973,-109.142
13416,34.2838,-110.20054
4763,-93.98183,-145.35373
9511,-93.49835,-146.17084
6730,-84.742714,38.244865
703,-90.31217,-113.57435
9223,-76.97758,-116.813385
12976,-143.28531,113.80643
13105,-144.0545,111.88445
3302,-56.822968,-2.57219
5510,-57.890827,-2.7954354
13126,-162.11334,58.320927
13249,-165.02388,62.30436
4222,57.997017,-34.27288
3561,36.507133,74.14208
15026,93.07323,126.071655
17318,32.860115,-30.875069
5568,-156.37938,116.63042
15489,-157.17912,116.98549
7942,103.53082,60.033894
19747,149.86836,-72.64259
15270,150.22385,-73.899086
4766,-4.128612,-194.78786
9970,-1.8167652,-191.46683
19358,38.548077,-127.211136
7977,119.49939,73.47943
7545,-120.25574,-123.900635
11323,48.003845,-98.731155
14064,48.166412,-120.46673
7170,42.794056,160.86948
10764,93.239136,-21.598467
12474,-58.770832,-3.6964943
517,-53.39287,95.97203
8549,-54.367516,95.241646
14309,98.82402,126.94923
6524,78.91894,99.67198
293,85.92546,-21.849064
3431,85.63443,-22.528967
10248,77.79273,14.340566
7474,-116.78544,-142.9747
7574,-115.131165,-141.46884
3320,-49.923313,108.50083
8578,-49.578587,105.13875
6461,-26.440756,23.850544
6771,-23.93485,157.09909
6410,6.364014,29.972546
3257,-58.105743,53.499817
8928,-60.09513,51.30353
10530,-119.212,-27.699232
7632,-120.84599,-30.604866
11426,126.55639,62.26766
14897,78.96531,-92.41537
11340,-144.03163,-54.295258
11537,97.59771,-20.76594
8787,-92.574684,58.337467
18691,111.488144,-138.31197
8068,-84.39887,24.94958
4134,-75.78864,-86.659164
15585,-86.70583,40.578506
3462,-40.17211,-123.37515
9283,-41.714127,-122.309166
19804,149.34651,58.690407
5378,-52.96568,25.753607
13207,-54.086105,25.935877
14643,-20.424437,12.462993
209,125.05835,-17.9841
19913,129.4247,-20.39823
1,54.338463,29.368631
20139,58.795403,29.974379
11313,21.122297,134.50235
19666,18.694023,-56.413845
9121,-158.59721,33.409687
8831,-160.92839,37.270004
11044,110.40215,-13.007452
3292,-76.43909,80.60949
5727,-96.75356,-91.17367
5400,-113.16941,26.790752
15206,84.69568,-47.840897
7158,84.70427,-47.838818
7228,125.772354,-61.4408
6304,125.68596,-61.51682
6183,93.29737,-147.73239
1767,90.80342,44.11605
7911,109.00511,7.8227577
8918,-52.996223,51.684357
10910,-17.393444,-54.109642
3700,-17.81706,-57.240376
13932,81.840836,13.824711
1673,24.771915,132.59772
14172,-109.78122,-123.61066
17659,-109.537415,-123.59527
3758,-100.01412,-113.49386
9892,-99.22692,-112.69439
2548,81.42511,-87.35445
11461,83.211426,-97.28167
14039,-24.749054,-50.137337
14265,37.29838,37.58
17021,37.206608,37.561966
9797,-111.82779,-141.65826
4860,-112.47348,-141.59209
12334,-89.01668,12.538368
14741,100.728584,-46.114086
160,93.81724,-21.914928
555,42.069313,161.90067
2497,-50.54709,-88.18795
2526,-52.240265,-87.80252
3455,127.17321,42.096916
9066,-45.81027,106.43132
9136,-46.189198,106.54286
3769,20.038418,23.979069
1903,-87.346634,69.13063
12767,-87.84582,69.52332
4808,-77.48136,-87.785805
9809,-78.787704,-87.36404
5486,-161.45961,-11.483318
8947,-162.36491,-10.963176
4775,-89.40289,-67.80297
2856,-59.398052,26.534508
3448,129.27843,42.652256
13196,-57.415565,25.60615
13108,-59.148582,25.27739
9316,-2.1164048,-199.55914
10062,-1.5325891,-199.13084
2024,78.745384,38.737617
14861,141.88414,-22.658567
