id,x,y
1273,-46.57065,87.22458
13140,-45.53239,87.680466
1755,-96.7509,58.76173
3257,-58.105743,53.499817
3561,36.507133,74.14208
4513,-44.941265,45.274704
6461,-26.440756,23.850544
6553,17.582796,91.95215
8918,-52.996223,51.684357
1889,-35.207527,153.29227
10627,39.288506,1.5539896
1299,-114.4013,77.05687
3300,-97.50221,32.277203
3333,-48.194733,57.5776
5413,-55.045193,58.464874
5459,-60.981464,51.21919
8222,-46.640182,83.20358
8297,-70.58026,50.21857
9057,-58.45956,71.49374
5409,-55.84224,88.681656
6733,-47.068897,91.25082
2647,-62.280083,89.85173
12888,-41.697872,92.84366
9132,-39.316467,93.87173
5521,-59.773575,107.50074
8735,-42.620132,92.61399
9072,-43.2238,89.179276
12313,-45.906883,92.84964
12638,-42.59221,92.384834
12722,-42.944656,92.23418
12796,-42.889374,93.07736
12919,-42.074726,91.72114
15465,-42.937614,92.76482
15709,-43.360302,92.31755
3239,-127.3507,123.03383
5401,-44.617847,85.12345
5464,-46.285385,88.73627
5517,-62.785942,102.47862
6900,-42.503365,111.27592
8309,-40.571476,90.47087
8344,-45.91889,87.56773
8391,-44.580654,90.89375
8397,-63.430218,100.36044
8481,-48.509327,85.112274
8767,-49.527943,86.78825
8843,15.703676,73.30743
8859,-38.150295,96.84572
12299,-45.66834,87.97235
12312,-48.306732,84.15164
12316,-44.104904,88.60556
12337,-48.31782,89.105644
12348,-43.108757,88.002335
12420,-42.371346,111.069214
12541,-86.42575,15.753572
12544,-62.582664,102.314125
12571,-45.769596,87.75977
12579,-40.53143,80.66739
12611,-51.364986,102.396065
12693,-62.728176,102.358
12759,-49.363083,84.77262
12886,-45.79815,87.428825
13115,-47.938457,85.49337
13125,-42.37792,86.96001
13246,-48.562542,85.19759
13259,-48.49237,85.42946
15446,-62.6535,102.458046
15477,-65.570946,103.18558
15580,-50.635803,104.9345
15594,-42.609264,87.049
15600,-80.582115,44.114838
15725,-50.002926,87.88611
15726,-45.915943,92.04984
15747,-44.296535,86.10469
15960,-63.354126,102.40034
16060,-45.541008,87.26471
16097,-45.05217,86.14757
16316,-46.071674,87.52877
1,54.338463,29.368631
109,-58.69305,-96.231636
174,-59.563854,-42.36846
701,-0.05993069,24.37728
1239,83.378,62.88064
1267,-72.69695,-6.9133735
286,-82.3622,66.46458
702,-73.35875,23.874464
1759,-101.845085,95.426025
1853,-111.78259,43.220802
1877,-95.39297,65.90551
1880,-95.04618,66.22238
2529,-49.284542,21.068123
2603,-91.74564,89.864395
2607,-99.48538,62.01759
2852,-133.35893,45.592968
2914,54.98252,-30.709427
3216,-137.89142,102.36132
3246,-100.305824,84.18158
3292,-76.43909,80.60949
3320,-49.923313,108.50083
3330,-109.49508,34.796696
3336,-102.02194,87.126045
3967,0.06357669,-29.485613
5377,-155.10551,48.680305
5388,-64.41239,66.472145
5400,-113.16941,26.790752
5403,-109.135796,35.04728
5410,-25.918732,139.84564
5423,-101.0571,45.103127
5424,-105.87289,44.817856
5430,-41.125908,104.558075
5466,-84.97749,27.273989
5499,-58.986843,-0.49766734
5511,-101.96563,-23.63804
5539,-51.203945,92.10546
5571,-78.528046,22.712843
5578,-101.44881,61.954437
5588,-95.95581,60.149654
5595,-107.40502,37.83061
5604,-55.775208,60.918324
5629,-91.41085,54.724808
5669,-45.685936,39.681313
6395,91.526634,21.567078
6730,-84.742714,38.244865
6747,-186.50755,62.734833
6754,-40.027645,85.73434
6761,-27.764225,140.59288
6762,-98.925354,-13.426817
6790,-131.27261,35.44774
6805,-58.656017,110.71415
6830,-58.47347,57.5988
6855,-98.44184,64.714874
6862,-95.339,58.83235
6887,-94.43322,58.605633
7176,-72.81274,2.9767091
8068,-84.39887,24.94958
8210,-104.24502,65.39987
8213,-101.15455,80.741264
8228,-34.427975,146.20717
8246,-127.7139,78.67271
8257,-94.044,59.87938
8266,-91.00213,55.157215
8327,-82.43935,44.86454
8339,-92.6316,55.594246
8377,-97.02256,57.269596
8379,-57.269444,82.598976
8437,-106.27256,39.934113
8503,-95.36688,58.27859
8514,-46.604572,44.44274
8525,-91.361015,54.662415
8555,-162.83466,58.292313
8612,-89.947655,54.017998
8642,-93.14237,54.848415
8708,-139.6372,35.88677
8709,-10.174494,-29.513897
8740,-35.044865,145.55595
8778,-93.57069,60.316006
8784,-26.029198,139.89005
8785,-49.66224,65.27112
8787,-92.574684,58.337467
8815,-56.598946,2.0223002
8840,-46.635506,59.578667
8913,-94.86886,59.039204
8919,-146.12193,63.229
8938,-67.30982,69.64192
8952,-89.529495,55.802803
8954,-49.91898,59.818096
8992,-68.59617,68.68051
9004,-77.86921,-9.593677
9008,-97.409096,34.94667
9044,-77.66126,36.984745
9078,-24.846088,156.44237
9133,-52.380863,62.892563
9143,-49.306107,59.93209
9160,-97.576096,55.424206
9211,-53.923477,73.22659
11341,-90.50733,59.567783
12302,-142.11577,28.1685
12334,-89.01668,12.538368
12350,-88.80584,39.149933
12390,-60.93487,44.010048
12458,-90.945526,56.158386
12508,-94.9274,57.660786
12530,-160.66855,76.172966
12540,-90.076164,14.06008
12552,-88.24807,59.398167
12565,-76.675514,-9.605976
12570,-95.573235,58.964764
12636,-91.76298,12.126666
12662,-29.565813,144.6309
12844,-94.394104,57.434715
12852,-94.85886,6.8720946
12868,-95.1898,33.537827
12874,-62.252716,-3.3915443
12877,-84.60013,64.85682
12905,-95.1347,57.836468
12955,-143.84087,32.459194
12956,-146.45003,-49.465424
13111,-95.05303,58.118458
13129,-62.698704,95.29347
13214,-95.84336,57.891182
13229,-93.92237,58.60047
13297,-92.69081,56.214897
13299,-91.30146,56.049526
13300,-54.62619,49.937737
13646,-96.56269,42.49292
15379,-85.56797,16.685156
15421,-75.58938,6.816195
15482,-89.39236,59.79934
15520,-94.178024,58.187977
15565,-91.304054,59.181026
15570,-75.04701,5.4180346
15589,-97.62898,55.34662
15616,-95.65994,56.164528
15635,-99.36284,57.850956
15670,-95.35349,54.867775
15679,-94.62192,61.303078
15695,-64.3381,83.189514
15703,-52.41128,63.105347
15737,-94.855034,59.10271
15784,-106.57652,47.71622
15915,-70.44391,51.710922
15940,-94.48624,57.995262
15941,-53.936737,71.75451
15990,-49.70613,70.82936
16115,-99.35565,57.85154
16183,-143.49763,31.586613
16295,-96.75979,57.34729
16298,-95.03971,58.160194
16315,-93.12943,57.687267
20579,-95.86445,58.625805
20667,-94.83271,19.503714
20693,-94.53883,58.78225
1257,-92.66285,76.83197
293,85.92546,-21.849064
38,64.29607,-23.031372
209,125.05835,-17.9841
600,92.42376,-13.391745
1746,45.779846,9.209674
2110,-83.5291,25.022959
2497,-50.54709,-88.18795
2548,81.42511,-87.35445
2551,48.05168,26.891466
2856,-59.398052,26.534508
3209,-43.210896,110.78979
517,-53.39287,95.97203
553,-50.59876,95.894135
680,-61.585915,92.545456
683,91.05782,-19.663399
786,-118.21489,64.111465
1103,-32.99398,62.154972
1136,-45.484417,58.56021
1270,-44.626575,96.77471
1290,-59.991974,30.40873
1653,-90.28715,86.896095
1836,-88.20566,42.07885
1120,-112.20188,43.740257
