id,x,y
6226,73.49407,15.225399
18806,73.68189,15.877297
701,-0.05993069,24.37728
1239,83.378,62.88064
4211,72.626625,15.402471
7920,73.88038,15.37942
11492,44.347797,63.28543
14690,73.645744,15.95424
16502,72.55679,15.406352
19505,75.19622,15.412294
19551,73.60083,16.061451
19716,73.504654,16.640022
6086,73.6483,15.974152
1,54.338463,29.368631
293,85.92546,-21.849064
71,139.1569,61.31345
90,48.705692,37.997944
109,-58.69305,-96.231636
140,46.57982,41.04724
144,77.20783,41.01409
157,65.934715,40.937298
174,-59.563854,-42.36846
200,35.571415,142.57535
209,125.05835,-17.9841
297,89.67849,-10.964235
101,61.451458,-40.620705
145,145.15024,-64.921295
81,119.31018,-24.713446
577,99.095375,-145.4728
702,-73.35875,23.874464
703,-90.31217,-113.57435
704,9.90139,31.243422
705,-142.35995,-72.42866
714,25.967333,4.2522097
715,43.56664,-0.73779535
724,46.613453,180.40987
813,112.22062,-140.96669
814,15.670686,48.28008
815,-142.35243,-72.44689
816,111.91013,-141.58122
817,19.714373,37.866734
818,104.59069,-146.13512
852,111.687645,-155.49403
1280,40.25533,6.9863234
1294,58.265465,-60.439186
1295,12.584331,34.835163
1341,74.60431,107.666275
1663,24.01975,132.39523
1668,-39.522915,-59.956955
1673,24.771915,132.59772
1678,6.9647617,31.050047
1680,-163.5539,-12.632688
1682,-40.130333,-59.500164
1691,111.09105,-149.09393
1692,15.615103,17.710966
1698,25.592508,131.011
1740,-1.8882961,-42.181374
1744,9.543484,45.85666
1746,45.779846,9.209674
1755,-96.7509,58.76173
1757,145.17128,-3.9129827
1759,-101.845085,95.426025
1760,44.484924,-15.400475
1763,153.19962,56.966694
1767,90.80342,44.11605
1784,18.831808,-11.337842
1833,14.004898,10.38764
1874,29.644041,164.44894
1975,157.72446,54.496956
1982,78.822395,-68.95027
2003,148.1018,59.426212
2011,26.518578,33.61734
2019,19.92676,40.495064
2033,10.720444,-8.785772
2041,76.16969,-38.941147
2052,2.893868,34.710243
2140,86.793434,-56.04722
2150,80.452255,-12.833638
2154,141.0798,-26.621912
2163,15.845164,38.022255
2165,19.576235,35.168636
2173,17.258293,-81.87407
2276,31.007011,100.44396
2277,-112.55437,-39.09363
2379,127.885735,13.767387
2497,-50.54709,-88.18795
2516,-54.92523,-86.584885
