id,x,y
701,-0.05993069,24.37728
14298,68.78407,98.71778
1239,83.378,62.88064
1,54.338463,29.368631
293,85.92546,-21.849064
71,139.1569,61.31345
90,48.705692,37.997944
109,-58.69305,-96.231636
140,46.57982,41.04724
144,77.20783,41.01409
157,65.934715,40.937298
174,-59.563854,-42.36846
200,35.571415,142.57535
209,125.05835,-17.9841
297,89.67849,-10.964235
101,61.451458,-40.620705
145,145.15024,-64.921295
81,119.31018,-24.713446
577,99.095375,-145.4728
702,-73.35875,23.874464
703,-90.31217,-113.57435
704,9.90139,31.243422
705,-142.35995,-72.42866
714,25.967333,4.2522097
715,43.56664,-0.73779535
724,46.613453,180.40987
813,112.22062,-140.96669
814,15.670686,48.28008
815,-142.35243,-72.44689
816,111.91013,-141.58122
817,19.714373,37.866734
818,104.59069,-146.13512
852,111.687645,-155.49403
1280,40.25533,6.9863234
1294,58.265465,-60.439186
1295,12.584331,34.835163
1341,74.60431,107.666275
1663,24.01975,132.39523
1668,-39.522915,-59.956955
1673,24.771915,132.59772
1678,6.9647617,31.050047
1680,-163.5539,-12.632688
1682,-40.130333,-59.500164
1691,111.09105,-149.09393
1692,15.615103,17.710966
1698,25.592508,131.011
1740,-1.8882961,-42.181374
1744,9.543484,45.85666
1746,45.779846,9.209674
1755,-96.7509,58.76173
1757,145.17128,-3.9129827
1759,-101.845085,95.426025
1760,44.484924,-15.400475
1763,153.19962,56.966694
1767,90.80342,44.11605
1784,18.831808,-11.337842
1833,14.004898,10.38764
1874,29.644041,164.44894
1975,157.72446,54.496956
1982,78.822395,-68.95027
2003,148.1018,59.426212
2011,26.518578,33.61734
2019,19.92676,40.495064
2033,10.720444,-8.785772
2041,76.16969,-38.941147
2052,2.893868,34.710243
2140,86.793434,-56.04722
2150,80.452255,-12.833638
2154,141.0798,-26.621912
2163,15.845164,38.022255
2165,19.576235,35.168636
2173,17.258293,-81.87407
2276,31.007011,100.44396
2277,-112.55437,-39.09363
2379,127.885735,13.767387
2497,-50.54709,-88.18795
2516,-54.92523,-86.584885
2532,20.312735,22.214798
2534,63.233654,10.292978
2548,81.42511,-87.35445
2551,48.05168,26.891466
2559,47.18699,44.803978
2562,151.93402,45.93167
2576,32.773407,23.841671
2578,-146.77234,118.067795
2647,-62.280083,89.85173
2685,3.471405,11.408405
2712,2.9429066,24.566797
2717,158.34583,61.706417
2749,36.03133,153.49393
2752,104.71236,59.90203
2824,71.96138,96.114685
2825,74.14044,97.30731
2828,88.86736,0.6653774
2853,-100.54238,92.397865
2856,-59.398052,26.534508
2899,69.92746,-53.698483
2901,95.24566,-47.89404
2905,-127.95682,-9.6314945
2914,54.98252,-30.709427
2928,140.73637,-25.897064
2941,78.643616,-47.540092
3079,47.969738,45.034954
3080,46.138977,42.806225
3087,143.36049,-24.900282
3089,144.90565,-24.458853
3104,5.5608773,35.304337
3113,8.052205,30.764261
3126,50.11723,43.405365
3257,-58.105743,53.499817
3300,-97.50221,32.277203
3356,20.70869,-44.616802
3360,48.663033,45.69323
3364,69.62078,95.1177
3378,2.000739,45.739025
3389,137.42268,53.231632
3454,-157.86801,-92.330025
3491,7.498124,-18.506638
3493,100.63886,-152.63147
3495,50.16962,42.5371
3502,122.449905,98.38675
3505,140.88036,-11.999279
3549,63.51285,-0.14966811
3554,40.62542,83.34356
3557,40.002956,3.666364
3561,36.507133,74.14208
3569,-90.27873,-108.2517
3573,-90.29388,-108.74319
3578,25.692593,89.71642
3584,108.693436,-153.70435
3585,154.68207,56.7907
3591,115.42851,-45.66166
3593,30.533678,-41.34981
3602,117.98205,-146.10425
3605,-92.09576,-114.68631
3614,68.78153,46.11194
3621,145.02728,-64.15036
3625,12.816466,27.661
3655,18.567953,29.278395
3670,170.73352,2.0870068
3672,91.96947,-148.2904
3680,58.32676,-60.459427
3701,58.748688,-34.97732
3703,-52.068283,-42.731255
3707,-34.42314,-119.87286
3737,37.463573,29.674198
3741,-124.544685,-8.657141
3742,47.831867,-6.6434016
3751,25.516996,18.565878
3767,-89.62332,-119.714096
3768,69.159645,100.17885
3769,20.038418,23.979069
3770,25.900213,89.957756
3789,76.92668,27.104752
3801,123.000656,86.08249
3811,11.424903,33.460968
3812,119.48055,-144.9959
3816,-142.3231,-52.73711
3820,152.93927,-69.88733
3831,133.33217,-35.8494
3840,-91.75264,-145.29018
3850,102.970795,-3.0178752
3855,8.15558,49.12653
3901,149.95934,57.02156
3914,67.58734,59.285786
3932,95.662766,-18.49414
3950,14.905636,32.98392
3955,72.39756,94.96319
3957,158.83829,-74.45344
3967,0.06357669,-29.485613
3994,30.010506,98.26678
4006,115.91098,-39.96144
4010,67.04427,41.099598
4042,4.2904983,36.33469
4134,-75.78864,-86.659164
4145,12.889245,19.801289
4150,78.937614,-35.597046
4151,10.096715,28.10797
4183,-37.02483,-59.40523
4187,66.49202,106.73662
4188,179.1057,3.081386
4195,-3.7986484,-25.843052
4200,77.94999,-35.971992
4208,97.37153,116.3086
4223,143.286,32.435387
4230,-178.43488,-57.368492
4231,62.96573,-12.100309
4243,80.87781,95.54986
4257,22.80457,131.85454
4271,32.05774,96.69501
4278,74.379395,28.690336
4279,151.67036,-21.128939
