id,x,y
3463,87.926216,-40.41461
6488,87.942764,-40.538322
1239,83.378,62.88064
3549,63.51285,-0.14966811
6373,87.86444,-40.077404
7283,77.43365,12.124004
13918,87.98022,-40.654434
1706,88.01623,-40.789368
1,54.338463,29.368631
293,85.92546,-21.849064
109,-58.69305,-96.231636
157,65.934715,40.937298
174,-59.563854,-42.36846
209,125.05835,-17.9841
297,89.67849,-10.964235
600,92.42376,-13.391745
701,-0.05993069,24.37728
715,43.56664,-0.73779535
101,61.451458,-40.620705
81,119.31018,-24.713446
238,92.060936,-2.611472
568,36.746418,195.81091
577,99.095375,-145.4728
668,44.447117,160.18634
6,-32.6736,150.18744
721,27.999176,170.43254
803,97.107635,-152.104
852,111.687645,-155.49403
1341,74.60431,107.666275
1668,-39.522915,-59.956955
1698,25.592508,131.011
1746,45.779846,9.209674
1755,-96.7509,58.76173
1757,145.17128,-3.9129827
1760,44.484924,-15.400475
1767,90.80342,44.11605
1784,18.831808,-11.337842
1785,148.66663,-70.20193
1789,81.28978,63.29074
1790,84.3067,70.179886
1791,73.15252,71.50457
1800,-96.087074,65.9559
1833,14.004898,10.38764
1928,104.043015,121.609314
2015,114.0055,-61.695023
2041,76.16969,-38.941147
2050,83.18629,64.73839
2277,-112.55437,-39.09363
2379,127.885735,13.767387
2497,-50.54709,-88.18795
2516,-54.92523,-86.584885
2529,-49.284542,21.068123
2548,81.42511,-87.35445
2551,48.05168,26.891466
2575,127.52469,95.95198
2685,3.471405,11.408405
2711,111.829445,-34.12417
2752,104.71236,59.90203
2824,71.96138,96.114685
2825,74.14044,97.30731
2828,88.86736,0.6653774
2856,-59.398052,26.534508
2899,69.92746,-53.698483
2901,95.24566,-47.89404
2911,122.35492,82.14993
2914,54.98252,-30.709427
2933,87.61632,22.52478
3064,101.76233,-45.836376
3292,-76.43909,80.60949
3303,-82.59759,43.19332
3320,-49.923313,108.50083
3356,20.70869,-44.616802
3362,130.30118,97.21672
3364,69.62078,95.1177
3366,82.572014,73.539085
3385,-21.484291,-59.048622
3388,27.313833,133.46991
3404,63.704414,59.21141
3405,80.88663,74.92531
3447,106.23733,-21.50958
3450,113.046844,-44.42671
3479,117.67384,-46.49918
3491,7.498124,-18.506638
3494,102.810616,123.55162
3502,122.449905,98.38675
3505,140.88036,-11.999279
3554,40.62542,83.34356
3555,85.026054,73.42223
3561,36.507133,74.14208
3566,156.15903,27.86134
3571,125.78071,98.36328
3594,84.08131,65.66674
3602,117.98205,-146.10425
3608,0.16437161,-200.42694
3614,68.78153,46.11194
3653,125.82279,95.4093
3714,136.6682,95.324394
3728,24.707375,-53.935616
3733,157.62859,-6.9648743
3742,47.831867,-6.6434016
3746,80.785736,68.78232
3749,103.25831,-21.763655
3753,86.85966,65.82366
3764,34.147373,-107.79569
3768,69.159645,100.17885
3801,123.000656,86.08249
3815,34.833046,-110.99596
3816,-142.3231,-52.73711
3831,133.33217,-35.8494
3833,102.64656,125.64769
3850,102.970795,-3.0178752
3851,83.249985,-11.846599
3899,87.95955,68.21671
3900,63.694393,17.238403
3912,27.485777,133.43779
3931,125.84904,-26.926815
3955,72.39756,94.96319
3967,0.06357669,-29.485613
3998,98.298805,130.83716
4000,-116.70401,-44.98383
4005,-121.43532,-13.007823
4006,115.91098,-39.96144
4010,67.04427,41.099598
4043,99.76288,120.893364
4134,-75.78864,-86.659164
4150,78.937614,-35.597046
4166,85.55881,55.82944
4184,88.56767,-52.953064
4187,66.49202,106.73662
4191,-21.358477,12.258667
4200,77.94999,-35.971992
4203,137.00809,21.824831
4208,97.37153,116.3086
4231,62.96573,-12.100309
4243,80.87781,95.54986
4258,44.394455,-5.842115
4278,74.379395,28.690336
4293,37.41194,-115.37529
4307,67.02276,41.383667
4314,88.607155,78.12815
4323,180.0238,5.4288588
4355,118.14573,-42.81232
4373,94.48448,119.35308
4456,77.50727,98.157166
4471,85.485054,63.560646
4513,-44.941265,45.274704
4540,78.71659,14.199753
4544,25.728056,14.927002
4565,41.261486,-77.90177
4570,106.51943,16.70536
4574,90.22121,118.906555
4581,35.1161,-110.55264
4595,47.791634,-30.462317
4637,-68.46259,-114.801216
4725,-45.04238,-95.59862
4750,-97.78833,-77.88854
4761,-99.00936,-102.12389
4766,-4.128612,-194.78786
4799,-79.42306,-90.66294
4940,48.437042,-34.021137
4969,9.729108,-10.69797
4979,75.81573,101.62787
4989,66.79565,6.261895
4999,81.40239,64.25054
5006,158.95996,21.767937
5041,-4.979547,-29.230612
5048,65.28759,-60.183147
5050,142.71205,-63.513878
5054,64.23387,-61.959877
5056,109.26279,41.186962
5078,101.9931,-20.653788
5093,68.0328,45.095455
5097,76.01057,-5.5050836
5112,86.45257,70.59353
5400,-113.16941,26.790752
5496,-91.25835,31.014742
5511,-101.96563,-23.63804
5645,76.2462,52.860104
5650,70.27581,-62.49567
5652,99.29967,123.77406
5661,102.55127,-21.421484
5662,68.9511,46.303272
5673,-6.222093,-85.30719
5674,51.75122,68.83228
5675,79.057045,-34.690125
5676,0.12028974,-76.15598
5677,46.346355,-59.755672
5678,82.109856,66.71261
5680,54.94587,0.0646389
5681,74.134575,81.72307
5689,91.9024,42.98342
5696,104.425415,-72.51209
5714,73.64276,94.07937
5727,-96.75356,-91.17367
5737,154.84528,23.702919
5738,57.02776,5.0143213
5767,155.52977,23.197577
5769,103.60318,-153.4929
5778,113.15147,57.365486
5779,67.36391,-69.07492
5784,143.4226,72.78505
5786,-100.412544,-29.157331
6061,83.580025,-94.04222
6062,109.47529,-83.631714
6070,68.6461,38.610825
6073,67.96032,96.73582
6076,114.789375,-63.0157
6082,23.900242,-7.976225
6104,58.803314,78.93882
6109,83.38412,-97.525246
6138,111.18196,-78.66794
6140,-143.47101,-54.240402
6163,-91.8342,-69.63051
6165,60.543655,78.22458
6172,19.326681,-82.40851
6175,81.87413,64.71254
6181,103.143745,60.21219
6195,121.20691,85.344154
6222,24.944984,50.720726
6223,75.62429,-49.86705
6224,63.997528,89.11989
6225,35.55858,-94.04856
6226,73.49407,15.225399
6227,63.757423,88.72095
6231,117.45944,-44.21648
6245,24.970985,-7.0164027
6255,75.24316,66.494225
6259,113.10512,-61.270466
6295,84.8,81.72233
6302,-116.05842,-35.653927
6309,162.58273,-23.099537
6311,101.00359,119.44894
6318,72.14248,108.720924
6321,71.771545,99.83253
6325,71.78518,-14.301096
6331,60.13121,106.03868
6334,27.414137,4.3881764
6337,-52.36478,-36.541782
6347,47.58973,-109.142
6355,85.14626,21.292013
6357,81.16674,69.85917
6364,70.64035,107.34206
6367,51.538036,-48.219135
6372,53.520443,-89.59776
6395,91.526634,21.567078
6396,90.8854,94.95182
6413,95.750854,62.323734
6423,65.98217,27.953014
6432,-12.832011,-103.58751
6434,9.612163,-13.020787
6435,36.436924,142.27515
6440,106.70491,121.681206
6451,83.50292,67.70357
6453,-99.180855,-38.766766
6456,77.17354,-34.6261
6459,37.35495,-112.3217
6461,-26.440756,23.850544
6465,-16.168716,27.401615
6467,100.491455,-44.8266
6471,-134.56682,-48.479023
6479,72.12704,102.10311
6482,12.959964,3.0271835
6504,162.78552,20.954485
6507,97.676895,118.06121
6524,78.91894,99.67198
6528,70.7027,102.01504
6533,63.91987,97.64035
6536,67.33692,37.707497
6550,77.123344,92.19389
6553,17.582796,91.95215
6567,32.82868,15.431284
6580,79.40806,-34.48801
6598,143.18336,32.529312
6603,86.52822,64.498886
6652,-15.484567,-46.176567
6653,87.99221,-51.800396
6730,-84.742714,38.244865
6779,-52.14791,27.790272
6917,-21.230228,-56.57388
6918,156.2695,-9.890355
6931,81.939926,60.018253
6941,-19.396528,5.099854
6943,98.44492,118.65252
6945,-115.98387,-45.60183
6958,7.550753,-19.319164
6981,88.82698,65.42764
6984,72.15342,103.208496
6988,123.769394,97.01322
6993,42.93191,-11.63295
7013,48.39219,-31.237118
7018,126.63067,45.292957
7025,88.09372,70.083275
7030,74.5424,108.71174
7035,19.348011,-76.28436
7057,120.50553,-143.65672
7066,99.83471,-16.86309
7070,102.45556,60.6742
7078,65.848495,-61.380424
7115,72.184616,93.744156
7124,-31.468983,47.776047
7132,106.40536,17.097754
7138,-110.59256,-29.459532
7143,85.67738,68.263115
7151,-6.256256,-105.94667
7170,42.794056,160.86948
7180,102.40323,118.047615
7182,77.7283,-97.35731
7194,55.40188,-88.77019
7207,103.364105,123.40759
7212,103.148186,-21.735666
7222,107.06698,2.812185
7227,66.78976,102.73249
7228,125.772354,-61.4408
7235,-7.833222,-105.37099
7253,93.12737,125.98545
7258,34.22613,-109.803696
7265,99.365944,125.39192
7268,83.4798,69.669426
7284,76.776825,38.44714
7288,84.81177,68.37195
7303,-147.59521,-61.32426
7309,119.27048,25.312119
7321,57.829494,6.942376
7332,84.93985,30.53358
7341,79.99759,66.71608
7349,80.77759,80.384636
7350,81.44837,70.0143
7381,21.650307,11.131575
7392,12.56397,2.6348097
7393,123.65323,50.574707
7452,101.54048,122.4834
7459,89.229225,24.542282
7462,95.09318,86.439285
7497,-79.45777,-92.82312
7545,-120.25574,-123.900635
7643,-106.25686,-132.73921
7727,78.06682,73.99942
7733,79.066414,102.17577
7743,123.67986,100.241
7751,91.51329,24.508314
7752,36.446335,-105.00371
7759,37.596134,-115.468414
7770,59.318707,8.577412
7795,38.746853,-76.990234
7810,124.11732,95.54069
7823,83.43437,71.698746
7839,73.15047,71.50562
7843,136.22449,21.612535
7851,96.192314,118.64481
7859,62.619858,-103.34383
7866,81.73158,-97.116104
7876,73.39522,96.21521
7877,84.08013,-96.94104
7911,109.00511,7.8227577
7912,127.13693,95.45014
7921,21.450855,-54.280834
7924,74.256516,96.15484
7926,124.08125,97.89135
7938,107.24004,-72.49169
7944,124.55687,102.99819
7949,47.418926,-104.125534
7963,117.05377,94.25809
7982,49.11565,-31.009924
8002,-4.050897,-8.944879
8008,77.89793,71.11251
8015,43.099438,56.890266
8021,71.33029,93.84139
8025,105.0921,123.507935
8043,87.75938,23.37581
8047,99.67519,104.71119
8048,-114.99173,-35.76022
8052,124.431404,61.714775
8070,88.71977,19.04273
8073,135.46211,-11.437076
8074,121.48117,85.98756
8079,170.91241,1.9076906
8085,99.43548,118.95969
8101,80.77705,80.345795
8105,96.94659,121.31428
8108,84.093285,67.6093
8109,75.64968,69.288574
8110,86.31888,67.32641
8120,76.240105,-65.99248
8133,99.96461,124.64498
8134,121.62755,84.11794
8151,-164.7541,-88.41236
8155,81.72974,65.28741
8161,84.22588,65.54746
8169,90.851364,44.133022
8210,-104.24502,65.39987
8918,-52.996223,51.684357
8938,-67.30982,69.64192
9246,79.01944,66.014626
9334,-117.58408,-29.215694
9548,38.331615,142.29372
10130,79.06777,94.03799
10241,78.57628,71.107346
10242,109.04744,92.89413
10246,176.52025,5.098492
10248,77.79273,14.340566
10257,67.87947,37.78156
10292,-99.49086,-25.398197
10300,94.47993,119.20094
10302,66.692314,37.806236
10311,123.98485,62.55812
10316,81.035126,99.484535
10325,60.54597,17.75648
10333,67.679,103.94319
10346,123.6357,84.41885
10381,95.63456,-49.078148
10383,82.123924,-96.34478
10384,122.74045,96.79097
10390,83.64796,76.77349
10396,61.27949,39.052788
10397,59.836628,95.630165
10399,76.26603,52.90142
10405,125.78569,91.72646
10416,163.53513,-21.92931
10424,67.32584,-93.24993
10430,60.592113,-42.629513
10435,88.34535,-53.165184
10440,90.50817,65.10081
10444,65.05428,-59.44535
10461,23.791056,-55.07609
10468,87.73805,65.11124
10473,122.3956,94.94684
10487,41.085915,-55.482563
10497,83.898026,-96.76444
10504,82.37028,69.17119
10507,86.06907,67.07107
10514,-141.3935,-67.01064
10534,81.42071,-96.31277
10537,77.96879,93.77639
10563,99.85396,123.50669
10577,75.35142,100.76232
10597,72.51452,100.76001
10602,41.665184,8.142143
10604,-0.13697226,-77.2918
10608,83.77847,66.46896
10609,47.264595,-8.05789
10612,-4.126988,-85.87713
10618,114.22851,-61.71699
10635,67.99943,37.897644
10647,75.624695,102.951675
10661,96.347,119.01258
10663,19.17722,-38.579006
10665,33.572086,-109.648575
10674,145.74165,-14.269889
10676,75.58892,106.44553
10679,79.529205,64.861946
10694,12.616777,2.7146597
10721,156.83244,-12.690124
10724,24.009184,-54.852585
10726,109.69527,41.085182
10727,100.55763,125.85186
10735,77.80144,103.99123
10738,72.591324,76.24029
10756,103.23455,124.69704
10763,74.03595,-98.33365
10770,92.874016,126.09914
10771,104.81133,-0.5171231
10772,104.85246,10.6899395
10794,67.29876,41.496017
10799,67.322136,40.82528
10801,77.174706,101.84155
10804,97.68907,123.96214
10810,80.7014,73.76598
10818,107.58805,-70.857025
10821,87.745255,69.46887
10825,67.958916,97.01941
10826,82.92628,90.4031
10827,69.094574,-56.070843
10828,65.24542,104.00647
10829,44.183437,63.806473
10830,82.951454,90.39635
10831,48.455612,-26.704765
10832,78.67033,101.94548
10833,109.359604,-73.57968
10840,104.09695,125.34093
10848,29.810331,-101.99821
10852,80.03231,64.923355
10855,3.9790814,-77.370995
10859,64.69042,99.06645
10860,58.994225,7.529338
10868,-3.7298374,-42.477978
10882,82.848625,-97.03028
10899,75.39047,96.376656
10910,-17.393444,-54.109642
10911,-8.038764,-102.70915
10912,-11.025049,-73.79378
10913,-19.699488,-37.72032
10916,153.52068,-11.772671
10920,70.129105,105.52385
10921,136.68544,95.57709
10928,38.69947,-105.70327
10933,23.881489,-57.38862
10946,84.2158,70.18345
10948,79.06836,69.62106
10949,-33.21888,48.006863
10957,125.40559,96.74809
10959,125.79969,96.51794
10960,95.03547,86.4424
10979,50.238514,-32.2624
10980,122.09909,85.83918
10991,82.07121,-97.8119
10994,124.0176,62.476883
11003,-122.40848,4.810295
11010,85.065544,71.66705
11011,70.66769,105.99632
11012,52.56237,101.84734
11021,59.642887,78.674805
11033,122.45031,82.5319
11036,64.30876,101.20918
11049,78.067,75.104836
11061,109.13184,-70.746925
11068,34.577225,-109.38113
11071,81.533615,-52.89409
11091,52.02828,68.98724
11101,162.4636,21.003979
11104,65.93214,102.83944
11107,78.8309,71.01188
11114,91.749084,43.05583
11139,-98.62145,-26.073448
11151,74.43385,101.81688
11168,101.860054,122.00449
11169,125.13811,94.74564
11171,124.6964,100.42521
11177,128.47777,96.5202
11185,127.41806,98.975784
11198,124.9567,-0.52881473
11219,78.123695,68.20957
11223,65.21374,-59.560608
11225,95.50586,86.433846
11226,81.29911,-97.49496
11227,98.097336,122.38432
11234,83.35481,69.265854
11253,103.187546,44.52615
11270,102.358444,120.65841
11272,68.49774,107.89661
11305,85.97329,-93.63703
11306,100.67013,124.70671
11316,83.55794,-96.38334
11317,105.899376,-0.14048076
11329,77.930756,-97.72384
11331,-163.83011,44.257973
11358,132.15195,100.326225
11359,65.63464,-59.51999
11381,101.47924,123.10501
11398,65.31078,-55.897263
11400,83.967255,72.17164
